date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
2022/11/25,2023,0,,MIL,CLE,1567.644216,1570.282376,0.636558923,0.363441077,1576.723393,1561.203198,,,,,,,1579.561012,1576.242306,0.614620359,0.385379641,117,102,79,16,48
2022/11/25,2023,0,,IND,BRK,1456.23822,1535.826466,0.529341126,0.470658874,1466.436876,1525.627811,,,,,,,1476.70473,1564.353192,0.48817915,0.51182085,128,117,59,68,64
2022/11/25,2023,0,,PHO,DET,1610.591552,1375.139137,0.873362201,0.126637799,1612.135679,1373.59501,,,,,,,1568.046891,1326.043358,0.866722914,0.133277086,108,102,26,1,14
2022/11/25,2023,0,,GSW,UTA,1580.201675,1547.990555,0.681585648,0.318414352,1586.543284,1541.648946,,,,,,,1567.253792,1509.75312,0.681120843,0.318879157,129,118,67,52,60
2022/11/25,2023,0,,LAC,DEN,1498.00108,1540.315488,0.582261728,0.417738272,1485.331539,1552.985029,,,,,,,1438.724055,1581.905684,0.406848111,0.593151889,104,114,53,41,47
2022/11/26,2023,0,,TOR,DAL,1532.050574,1566.117099,0.593763018,0.406236982,1537.48178,1560.685893,,,,,,,1545.911508,1595.068742,0.537612184,0.462387816,105,100,77,46,62
2022/11/26,2023,0,,HOU,OKC,1346.745621,1409.83865,0.55291452,0.44708548,1357.387496,1399.196775,,,,,,,1317.02007,1386.005121,0.50623095,0.49376905,118,105,5,1,3
2022/11/26,2023,0,,SAS,LAL,1384.712717,1436.375407,0.569117607,0.430882393,1376.380316,1444.707809,,,,,,,1385.96292,1361.590856,0.640764564,0.359235436,138,143,9,4,7
2022/11/26,2023,0,,PHO,UTA,1612.135679,1541.648946,0.727386023,0.272613977,1614.074946,1539.709679,,,,,,,1564.346871,1505.141726,0.695252629,0.304747371,113,112,65,23,44
2022/11/27,2023,0,,BRK,POR,1525.627811,1423.881262,0.761577293,0.238422707,1530.90855,1418.600523,,,,,,,1567.026371,1430.069335,0.763750683,0.236249317,111,97,48,43,46
2022/11/27,2023,0,,MIN,GSW,1533.903752,1586.543284,0.56773815,0.43226185,1512.579686,1607.86735,,,,,,,1590.82273,1572.978729,0.639642507,0.360357493,114,137,80,56,68
2022/11/27,2023,0,,LAC,IND,1485.331539,1466.436876,0.664722853,0.335277147,1493.206924,1458.561491,,,,,,,1432.917194,1480.398063,0.551779949,0.448220051,114,100,32,62,47
2022/11/27,2023,0,,ATL,MIA,1540.266763,1549.697915,0.627464836,0.372535164,1527.982834,1561.981845,,,,,,,1528.063516,1508.153269,0.638637336,0.361362664,98,106,58,53,56
2022/11/27,2023,0,,NYK,MEM,1500.191885,1580.875342,0.527770133,0.472229867,1493.41148,1587.655746,,,,,,,1511.313929,1554.82572,0.547379683,0.452620317,123,127,64,28,46
2022/11/27,2023,0,,DET,CLE,1373.59501,1561.203198,0.376527571,0.623472429,1367.2056,1567.592608,,,,,,,1344.568013,1554.361559,0.309316788,0.690683212,94,102,27,8,18
2022/11/27,2023,0,,ORL,PHI,1357.476435,1575.534737,0.336350983,0.663649017,1344.037093,1588.974078,,,,,,,1302.521982,1460.41363,0.378006022,0.621993978,103,133,9,8,9
2022/11/27,2023,0,,BOS,WAS,1683.381219,1457.722291,0.866994654,0.133005346,1685.435362,1455.668148,,,,,,,1645.078273,1489.71986,0.793184201,0.206815799,130,121,75,15,45
2022/11/27,2023,0,,MIL,DAL,1576.723393,1560.685893,0.661047462,0.338952538,1582.761489,1554.647797,,,,,,,1589.776032,1615.334551,0.638725375,0.361274625,124,115,86,21,54
2022/11/28,2023,0,,PHI,ATL,1588.974078,1527.982834,0.716413455,0.283586545,1591.783138,1525.173773,,,,,,,1577.803615,1554.009291,0.630896104,0.369103896,104,101,76,37,57
2022/11/28,2023,0,,WAS,MIN,1455.668148,1512.579686,0.561693313,0.438306687,1467.077123,1501.170711,,,,,,,1464.165246,1557.581118,0.472203118,0.527796882,142,127,55,50,53
2022/11/28,2023,0,,TOR,CLE,1537.48178,1567.592608,0.599243595,0.400756405,1546.314506,1558.759882,,,,,,,1579.040901,1539.521023,0.714894097,0.285105903,100,88,73,24,49
2022/11/28,2023,0,,BOS,CHO,1685.435362,1446.362608,0.875649278,0.124350722,1690.22398,1441.573991,,,,,,,1663.590433,1285.449069,0.912282052,0.087717948,140,105,30,5,18
2022/11/28,2023,0,,BRK,ORL,1530.90855,1344.037093,0.839075428,0.160924572,1533.110784,1341.834859,,,,,,,1571.420145,1288.781474,0.887706799,0.112293201,109,102,20,7,14
2022/11/28,2023,0,,NOP,OKC,1583.301657,1399.196775,0.836913388,0.163086612,1584.982474,1397.515958,,,,,,,1515.919868,1371.437526,0.774764616,0.225235384,105,101,27,9,18
2022/11/28,2023,0,,UTA,CHI,1539.709679,1475.920397,0.719674358,0.280325642,1525.77488,1489.855196,,,,,,,1509.277414,1495.766098,0.671814685,0.328185315,107,114,51,52,52
2022/11/28,2023,0,,DEN,HOU,1552.985029,1357.387496,0.845743091,0.154256909,1556.492789,1353.879736,,,,,,,1600.567797,1334.449781,0.90093924,0.09906076,129,113,32,1,17
2022/11/28,2023,0,,SAC,PHO,1482.02838,1614.074946,0.45401163,0.54598837,1475.798009,1620.305317,,,,,,,1496.546496,1565.893234,0.484449593,0.515550407,117,122,63,34,49
2022/11/28,2023,0,,LAL,IND,1444.707809,1458.561491,0.621494879,0.378505121,1439.311884,1463.957416,,,,,,,1448.33905,1469.832207,0.626523786,0.373476214,115,116,34,29,32
2022/11/29,2023,0,,DET,NYK,1367.2056,1493.41148,0.462358064,0.537641936,1347.401843,1513.215237,,,,,,,1345.510839,1505.384295,0.389921997,0.610078003,110,140,21,16,19
2022/11/29,2023,0,,DAL,GSW,1554.647797,1607.86735,0.566918568,0.433081432,1559.315496,1603.199651,,,,,,,1581.100953,1584.21342,0.600965028,0.399034972,116,113,81,37,59
2022/11/29,2023,0,,POR,LAC,1418.600523,1493.206924,0.536479393,0.463520607,1410.131579,1501.675868,,,,,,,1427.86369,1431.983233,0.581630889,0.418369111,112,118,24,71,48
2022/11/30,2023,0,,ORL,ATL,1341.834859,1525.173773,0.382314146,0.617685854,1331.335022,1535.67361,,,,,,,1290.860159,1560.217121,0.241883904,0.758116096,108,125,18,12,15
2022/11/30,2023,0,,CLE,PHI,1558.759882,1591.783138,0.595210786,0.404789214,1574.741434,1575.801587,,,,,,,1539.740559,1578.963961,0.5547824,0.4452176,113,85,73,25,49
2022/11/30,2023,0,,BOS,MIA,1690.22398,1561.981845,0.788159583,0.211840417,1694.613711,1557.592113,,,,,,,1693.225588,1511.152196,0.815582022,0.184417978,134,121,85,13,49
2022/11/30,2023,0,,NYK,MIL,1513.215237,1582.761489,0.54371457,0.45628543,1504.596464,1591.380263,,,,,,,1523.893411,1619.997712,0.400379386,0.599620614,103,109,77,29,53
2022/11/30,2023,0,,BRK,WAS,1533.110784,1467.077123,0.722273405,0.277726595,1536.902333,1463.285574,,,,,,,1544.148858,1476.064895,0.691382318,0.308617682,113,107,55,57,56
2022/11/30,2023,0,,MIN,MEM,1501.170711,1587.655746,0.519439794,0.480560206,1509.803683,1579.022775,,,,,,,1508.786747,1582.469254,0.506911109,0.493088891,109,101,69,35,52
2022/11/30,2023,0,,NOP,TOR,1584.982474,1546.314506,0.68959723,0.31040277,1593.493489,1537.803491,,,,,,,1546.326119,1587.700025,0.55137548,0.44862452,126,108,76,31,54
2022/11/30,2023,0,,OKC,SAS,1397.515958,1376.380316,0.667591719,0.332408281,1403.018765,1370.877508,,,,,,,1310.343854,1363.278624,0.539210995,0.460789005,119,111,3,1,2
2022/11/30,2023,0,,DEN,HOU,1556.492789,1353.879736,0.850938484,0.149061516,1560.424335,1349.948191,,,,,,,1578.493978,1333.132586,0.88958178,0.11041822,120,100,29,0,15
2022/11/30,2023,0,,UTA,LAC,1525.77488,1501.675868,0.671366345,0.328633655,1533.100911,1494.349837,,,,,,,1501.359844,1430.465367,0.78958944,0.21041056,125,112,36,43,40
2022/11/30,2023,0,,PHO,CHI,1620.305317,1489.855196,0.790273956,0.209726044,1625.903866,1484.256647,,,,,,,1572.755397,1508.818827,0.695253146,0.304746854,132,113,67,25,46
2022/11/30,2023,0,,SAC,IND,1475.798009,1463.957416,0.655613352,0.344386648,1487.220938,1452.534487,,,,,,,1490.76822,1477.316711,0.621802294,0.378197706,137,114,44,50,47
2022/11/30,2023,0,,LAL,POR,1439.311884,1410.131579,0.677787294,0.322212706,1448.544791,1400.898671,,,,,,,1484.257834,1343.125916,0.821280443,0.178719557,128,109,18,16,17
2022/12/1,2023,0,,DET,DAL,1347.401843,1559.315496,0.344291698,0.655708302,1358.539869,1548.17747,,,,,,,1334.323128,1584.707109,0.278749909,0.721250091,131,125,30,11,21
2022/12/2,2023,0,,CHO,WAS,1441.573991,1463.285574,0.610797178,0.389202822,1444.534799,1460.324766,,,,,,,1373.343157,1472.463394,0.466353696,0.533646304,117,116,21,33,27
2022/12/2,2023,0,,ATL,DEN,1535.67361,1560.424335,0.606630297,0.393369703,1542.411071,1553.686874,,,,,,,1519.107554,1586.284795,0.524961505,0.475038495,117,109,71,21,46
2022/12/2,2023,0,,MIL,LAL,1591.380263,1448.544791,0.801846203,0.198153797,1578.792521,1461.132533,,,,,,,1626.970751,1466.308386,0.801587871,0.198412129,129,133,68,8,38
2022/12/2,2023,0,,CLE,ORL,1574.741434,1331.335022,0.87834029,0.12165971,1576.843282,1329.233173,,,,,,,1556.392127,1286.156936,0.883598557,0.116401443,107,96,17,2,10
2022/12/2,2023,0,,BRK,TOR,1536.902333,1537.803491,0.638869032,0.361130968,1543.416287,1531.289536,,,,,,,1554.578211,1581.520938,0.572870331,0.427129669,114,105,76,58,67
2022/12/2,2023,0,,BOS,MIA,1694.613711,1557.592113,0.796474855,0.203525145,1682.182053,1570.023771,,,,,,,1695.480276,1553.610767,0.772469989,0.227530011,116,120,90,18,54
2022/12/2,2023,0,,SAS,NOP,1370.877508,1593.493489,0.330519955,0.669480045,1361.708913,1602.662084,,,,,,,1358.769319,1575.610194,0.308539243,0.691460757,99,117,34,7,21
2022/12/2,2023,0,,MEM,PHI,1579.022775,1575.801587,0.6443257,0.3556743,1584.988683,1569.835679,,,,,,,1594.132034,1567.123284,0.638917574,0.361082426,117,109,80,10,45
2022/12/2,2023,0,,PHO,HOU,1625.903866,1349.948191,0.896985952,0.103014048,1615.533862,1360.318195,,,,,,,1592.635498,1331.660973,0.879137546,0.120862454,121,122,30,0,15
2022/12/2,2023,0,,UTA,IND,1533.100911,1452.534487,0.73873883,0.26126117,1540.579641,1445.055757,,,,,,,1514.162076,1463.602222,0.718258845,0.281741155,139,119,46,43,45
2022/12/2,2023,0,,GSW,CHI,1603.199651,1484.256647,0.779084157,0.220915843,1606.613268,1480.84303,,,,,,,1571.954207,1497.574914,0.691315361,0.308684639,119,111,64,41,53
2022/12/3,2023,0,,NYK,DAL,1504.596464,1548.17747,0.58048723,0.41951277,1483.99071,1568.783224,,,,,,,1519.055564,1595.107593,0.496647449,0.503352551,100,121,72,55,64
2022/12/3,2023,0,,LAC,SAC,1494.349837,1487.220938,0.649463891,0.350536109,1465.567006,1516.003769,,,,,,,1420.55379,1492.536793,0.498906073,0.501093927,96,123,32,78,55
2022/12/3,2023,0,,CHO,MIL,1444.534799,1578.792521,0.45085833,0.54914167,1435.991775,1587.335545,,,,,,,1384.409366,1464.32762,0.501412818,0.498587182,96,105,22,14,18
2022/12/3,2023,0,,MIN,OKC,1509.803683,1403.018765,0.766803597,0.233196403,1494.344411,1418.478037,,,,,,,1532.984433,1381.087737,0.793749817,0.206250183,128,135,31,13,22
2022/12/3,2023,0,,TOR,ORL,1531.289536,1329.233173,0.850531553,0.149468447,1534.239501,1326.283209,,,,,,,1575.398664,1302.299412,0.879237691,0.120762309,121,108,23,5,14
2022/12/3,2023,0,,GSW,HOU,1606.613268,1360.318195,0.880106037,0.119893963,1609.581522,1357.349941,,,,,,,1589.024714,1354.700581,0.855532154,0.144467846,120,101,35,5,20
2022/12/3,2023,0,,UTA,POR,1540.579641,1400.898671,0.798945155,0.201054845,1526.667013,1414.811299,,,,,,,1520.839605,1321.136142,0.82203234,0.17796766,111,116,19,35,27
2022/12/4,2023,0,,NOP,DEN,1602.662084,1553.686874,0.702152759,0.297847241,1609.828142,1546.520816,,,,,,,1587.786785,1569.523424,0.624236577,0.375763423,121,106,80,12,46
2022/12/4,2023,0,,SAS,PHO,1361.708913,1615.533862,0.292041908,0.707958092,1348.180774,1629.062001,,,,,,,1349.398624,1585.411847,0.291046438,0.708953562,95,133,33,2,18
2022/12/4,2023,0,,NYK,CLE,1483.99071,1576.843282,0.510284526,0.489715474,1494.714266,1566.119727,,,,,,,1504.949904,1559.433554,0.46047457,0.53952543,92,81,63,38,51
2022/12/4,2023,0,,SAC,CHI,1516.003769,1480.84303,0.685259208,0.314740792,1521.533151,1475.313648,,,,,,,1506.19665,1489.4476,0.556512212,0.443487788,110,101,49,63,56
2022/12/4,2023,0,,BRK,BOS,1543.416287,1682.182053,0.444441942,0.555558058,1533.922878,1691.675463,,,,,,,1572.752933,1685.478123,0.441595673,0.558404327,92,103,91,32,62
2022/12/4,2023,0,,WAS,LAL,1460.324766,1461.132533,0.638993054,0.361006946,1445.039446,1476.417853,,,,,,,1473.995528,1476.206307,0.600011082,0.399988918,119,130,40,36,38
2022/12/4,2023,0,,DET,MEM,1358.539869,1584.988683,0.325656191,0.674343809,1352.401787,1591.126766,,,,,,,1345.950573,1587.261146,0.286705207,0.713294793,112,122,33,2,18
2022/12/4,2023,0,,POR,IND,1414.811299,1445.055757,0.599058849,0.400941151,1425.488779,1434.378277,,,,,,,1455.417564,1359.15951,0.667778294,0.332221706,116,100,16,46,31
2022/12/5,2023,0,,CHO,LAC,1435.991775,1465.567006,0.599983787,0.400016213,1429.847529,1471.711253,,,,,,,1383.170353,1525.298169,0.425274495,0.574725505,117,119,30,38,34
2022/12/5,2023,0,,ORL,MIL,1326.283209,1587.335545,0.283515103,0.716484897,1322.057381,1591.561373,,,,,,,1297.656685,1591.928097,0.213537845,0.786462155,102,109,24,1,13
2022/12/5,2023,0,,ATL,OKC,1542.411071,1418.478037,0.783988408,0.216011592,1526.341189,1434.547919,,,,,,,1575.564692,1378.002485,0.835811726,0.164188274,114,121,38,6,22
2022/12/5,2023,0,,TOR,BOS,1534.239501,1691.675463,0.418087835,0.581912165,1528.057631,1697.857333,,,,,,,1597.707168,1689.142059,0.542476248,0.457523752,110,116,93,26,60
2022/12/5,2023,0,,MEM,MIA,1591.126766,1570.023771,0.667550012,0.332449988,1596.630394,1564.520142,,,,,,,1389.103213,1578.976045,0.284193934,0.715806066,101,93,42,15,29
2022/12/5,2023,0,,HOU,PHI,1357.349941,1569.835679,0.343548627,0.656451373,1371.39325,1555.79237,,,,,,,1328.616851,1577.445003,0.256299322,0.743700678,132,123,28,4,16
2022/12/5,2023,0,,DAL,PHO,1568.783224,1629.062001,0.556915676,0.443084324,1582.360337,1615.484888,,,,,,,1588.803108,1598.877058,0.644673375,0.355326625,130,111,84,24,54
2022/12/5,2023,0,,GSW,IND,1609.581522,1434.378277,0.829798126,0.170201874,1590.259558,1453.700241,,,,,,,1581.808443,1321.984691,0.89914483,0.10085517,104,112,27,9,18
2022/12/6,2023,0,,CLE,LAL,1566.119727,1476.417853,0.748760361,0.251239639,1571.730897,1470.806683,,,,,,,1567.712262,1501.192647,0.694082021,0.305917979,116,102,64,25,45
2022/12/6,2023,0,,MIA,DET,1564.520142,1352.401787,0.85774647,0.14225353,1527.06841,1389.85352,,,,,,,1500.650655,1341.397248,0.744035765,0.255964235,96,116,20,11,16
2022/12/6,2023,0,,DEN,DAL,1546.520816,1582.360337,0.591298863,0.408701137,1541.48224,1587.398914,,,,,,,1566.745418,1601.23304,0.674089698,0.325910302,115,116,81,19,50
2022/12/7,2023,0,,ORL,LAC,1322.057381,1471.711253,0.429024895,0.570975105,1330.426147,1463.342487,,,,,,,1319.170049,1549.852395,0.288899209,0.711100791,116,111,22,19,21
2022/12/7,2023,0,,BRK,CHO,1533.922878,1429.847529,0.764002913,0.235997087,1537.060441,1426.709965,,,,,,,1558.624001,1384.643306,0.806543635,0.193456365,122,116,36,24,30
2022/12/7,2023,0,,TOR,LAL,1528.057631,1470.806683,0.712018822,0.287981178,1534.326184,1464.53813,,,,,,,1591.777449,1255.264992,0.932662576,0.067337424,126,113,16,6,11
2022/12/7,2023,0,,NYK,ATL,1494.714266,1526.341189,0.597145914,0.402854086,1508.940148,1512.115307,,,,,,,1514.406513,1562.145895,0.5395318,0.4604682,113,89,67,63,65
2022/12/7,2023,0,,NOP,DET,1609.828142,1389.85352,0.863175859,0.136824141,1611.512921,1388.168741,,,,,,,1591.153775,1363.053806,0.881606093,0.118393907,104,98,37,2,20
2022/12/7,2023,0,,CHI,WAS,1475.313648,1445.039446,0.67916096,0.32083904,1478.988831,1441.364262,,,,,,,1486.996387,1441.461847,0.65839166,0.34160834,115,111,36,52,44
2022/12/7,2023,0,,MIL,SAC,1591.561373,1521.533151,0.726862327,0.273137673,1597.453327,1515.641197,,,,,,,1614.313053,1507.365126,0.745788691,0.254211309,126,113,73,20,47
2022/12/7,2023,0,,MIN,IND,1494.344411,1453.700241,0.692027014,0.307972986,1498.625649,1449.419003,,,,,,,1512.817757,1449.97421,0.703895786,0.296104214,121,115,43,45,44
2022/12/7,2023,0,,MEM,OKC,1596.630394,1434.547919,0.818863721,0.181136279,1601.705881,1429.472432,,,,,,,1601.535581,1358.623403,0.861499943,0.138500057,123,102,38,3,21
2022/12/7,2023,0,,UTA,GSW,1526.667013,1590.259558,0.552203601,0.447796399,1530.18447,1586.742101,,,,,,,1484.063732,1363.163454,0.792945835,0.207054165,124,123,21,37,29
2022/12/7,2023,0,,PHO,BOS,1615.484888,1697.857333,0.525346347,0.474653653,1593.893554,1719.448667,,,,,,,1602.852402,1686.205909,0.504222288,0.495777712,98,125,93,17,55
2022/12/8,2023,0,,MIA,LAC,1527.06841,1463.342487,0.719600772,0.280399228,1530.557903,1459.852994,,,,,,,1520.750138,1483.330665,0.709700104,0.290299896,115,110,51,51,51
2022/12/8,2023,0,,SAS,HOU,1348.180774,1371.39325,0.608741327,0.391258673,1355.356839,1364.217185,,,,,,,1303.087578,1335.46221,0.564286038,0.435713962,118,109,2,0,1
2022/12/8,2023,0,,POR,DEN,1425.488779,1541.48224,0.476999804,0.523000196,1421.681511,1545.289508,,,,,,,1453.371082,1563.016966,0.453463461,0.546536539,120,121,53,47,50
2022/12/9,2023,0,,ORL,TOR,1330.426147,1534.326184,0.354779261,0.645220739,1339.327233,1525.425098,,,,,,,1328.654,1599.310996,0.247832918,0.752167082,113,109,30,8,19
2022/12/9,2023,0,,CHO,NYK,1426.709965,1508.940148,0.525550548,0.474449452,1409.854547,1525.795566,,,,,,,1388.78299,1534.90688,0.401651886,0.598348114,102,121,33,41,37
2022/12/9,2023,0,,IND,WAS,1449.419003,1441.364262,0.650676256,0.349323744,1456.092359,1434.690907,,,,,,,1466.433223,1427.180164,0.658263784,0.341736216,121,111,29,46,38
2022/12/9,2023,0,,CLE,SAC,1571.730897,1515.641197,0.710646202,0.289353798,1553.847382,1533.524713,,,,,,,1501.199473,1482.856041,0.635817011,0.364182989,95,106,47,39,43
2022/12/9,2023,0,,BRK,ATL,1537.060441,1512.115307,0.67244008,0.32755992,1540.827154,1508.348594,,,,,,,1556.566436,1500.013998,0.675511483,0.324488517,120,116,62,51,57
2022/12/9,2023,0,,PHI,LAL,1555.79237,1464.53813,0.750437672,0.249562328,1560.559089,1459.77141,,,,,,,1632.582093,1461.270085,0.795268619,0.204731381,133,122,68,14,41
2022/12/9,2023,0,,MEM,DET,1601.705881,1388.168741,0.8587401,0.1412599,1604.192973,1385.681649,,,,,,,1595.699888,1366.583359,0.851850148,0.148149852,114,103,39,1,20
2022/12/9,2023,0,,NOP,PHO,1611.512921,1593.893554,0.663084774,0.336915226,1618.29459,1587.111885,,,,,,,1586.427496,1582.465929,0.616374107,0.383625893,128,117,81,11,46
2022/12/9,2023,0,,UTA,MIN,1530.18447,1498.625649,0.680770171,0.319229829,1514.393064,1514.417055,,,,,,,1531.106114,1512.582493,0.682952223,0.317047777,108,118,60,63,62
2022/12/9,2023,0,,DAL,MIL,1587.398914,1597.453327,0.626625799,0.373374201,1581.940623,1602.911618,,,,,,,1606.104092,1618.325426,0.589936454,0.410063546,105,106,88,13,51
2022/12/10,2023,0,,MIA,SAS,1530.557903,1355.356839,0.829796353,0.170203647,1517.098876,1368.815865,,,,,,,1570.062068,1345.321405,0.850607296,0.149392704,111,115,30,8,19
2022/12/10,2023,0,,IND,BRK,1456.092359,1540.827154,0.52195427,0.47804573,1450.184114,1546.735399,,,,,,,1469.153362,1137.854781,0.914633919,0.085366081,133,136,1,10,6
2022/12/10,2023,0,,WAS,LAC,1434.690907,1459.852994,0.606065081,0.393934919,1423.844142,1470.699759,,,,,,,1342.615454,1516.90285,0.300163174,0.699836826,107,114,22,40,31
2022/12/10,2023,0,,CLE,OKC,1553.847382,1429.472432,0.784418903,0.215581097,1557.166293,1426.153521,,,,,,,1498.775936,1390.175347,0.694501024,0.305498976,110,102,28,11,20
2022/12/10,2023,0,,CHI,DAL,1478.988831,1581.940623,0.495752132,0.504247868,1500.554332,1560.375122,,,,,,,1490.864964,1483.809346,0.683678944,0.316321056,144,115,45,38,42
2022/12/10,2023,0,,GSW,BOS,1586.742101,1719.448667,0.453070014,0.546929986,1602.533408,1703.65736,,,,,,,1566.958706,1703.530358,0.406824268,0.593175732,123,107,92,27,60
2022/12/10,2023,0,,DEN,UTA,1545.289508,1514.393064,0.679940962,0.320059038,1549.36725,1510.315323,,,,,,,1568.962284,1382.115745,0.880179107,0.119820893,115,110,38,12,25
2022/12/10,2023,0,,POR,MIN,1421.681511,1514.417055,0.510452869,0.489547131,1429.208835,1506.889731,,,,,,,1457.609453,1517.303704,0.58774024,0.41225976,124,118,45,81,63
2022/12/11,2023,0,,NOP,PHO,1618.29459,1587.111885,0.680299463,0.319700537,1622.36692,1583.039555,,,,,,,1590.588939,1545.10877,0.660827297,0.339172703,129,124,76,11,44
2022/12/11,2023,0,,NYK,SAC,1525.795566,1533.524713,0.629752161,0.370247839,1534.24499,1525.075289,,,,,,,1543.930762,1508.554992,0.647031451,0.352968549,112,99,61,60,61
2022/12/11,2023,0,,DET,LAL,1385.681649,1459.77141,0.537218859,0.462781141,1376.45133,1469.00173,,,,,,,1364.715807,1463.721115,0.469814166,0.530185834,117,124,18,7,13
2022/12/11,2023,0,,PHI,CHO,1560.559089,1409.854547,0.808945274,0.191054726,1565.406578,1405.007059,,,,,,,1617.150637,1382.649911,0.854671269,0.145328731,131,113,47,9,28
2022/12/11,2023,0,,ORL,TOR,1339.327233,1525.425098,0.378570735,0.621429265,1354.859219,1509.893112,,,,,,,1337.442792,1595.483631,0.254543436,0.745456564,111,99,32,12,22
2022/12/11,2023,0,,ATL,CHI,1508.348594,1500.554332,0.650335361,0.349664639,1510.950816,1497.952109,,,,,,,1501.227437,1486.22616,0.691033472,0.308966528,123,122,48,63,56
2022/12/11,2023,0,,HOU,MIL,1364.217185,1602.911618,0.310370162,0.689629838,1375.134939,1591.993864,,,,,,,1330.985212,1614.689387,0.22719042,0.77280958,97,92,34,1,18
2022/12/12,2023,0,,WAS,BRK,1423.844142,1546.735399,0.467104418,0.532895582,1413.168981,1557.41056,,,,,,,1432.307866,1540.542375,0.450591023,0.549408977,100,112,44,41,43
2022/12/12,2023,0,,IND,MIA,1450.184114,1517.098876,0.547470082,0.452529918,1442.269113,1525.013877,,,,,,,1465.960825,1569.806538,0.470056202,0.529943798,82,87,58,68,63
2022/12/12,2023,0,,MEM,ATL,1604.192973,1510.950816,0.75257465,0.24742535,1612.409914,1502.733876,,,,,,,1523.955038,1314.289531,0.870159484,0.129840516,128,103,18,8,13
2022/12/12,2023,0,,SAS,CLE,1368.815865,1557.166293,0.375525072,0.624474928,1374.247951,1551.734207,,,,,,,1346.355815,1572.310984,0.297666938,0.702333062,112,111,30,7,19
2022/12/12,2023,0,,DAL,OKC,1560.375122,1426.153521,0.793849583,0.206150417,1563.296342,1423.232301,,,,,,,1585.232384,1389.398649,0.826685986,0.173314014,121,114,43,9,26
2022/12/12,2023,0,,POR,MIN,1429.208835,1506.889731,0.532075663,0.467924337,1444.790983,1491.307583,,,,,,,1467.634008,1523.036303,0.522753054,0.477246946,133,112,48,81,65
2022/12/12,2023,0,,LAC,BOS,1470.699759,1703.65736,0.317482499,0.682517501,1495.720787,1678.636332,,,,,,,1508.97509,1688.256893,0.335497567,0.664502433,113,93,84,38,61
2022/12/13,2023,0,,PHI,SAC,1565.406578,1525.075289,0.691643024,0.308356976,1574.488891,1515.992975,,,,,,,1616.857805,1516.867363,0.728031476,0.271968524,123,103,76,35,56
2022/12/13,2023,0,,MIL,GSW,1591.993864,1602.533408,0.625972187,0.374027813,1602.21918,1592.308092,,,,,,,1570.867853,1581.272072,0.599855289,0.400144711,128,111,79,17,48
2022/12/13,2023,0,,HOU,PHO,1375.134939,1583.039555,0.349520197,0.650479803,1393.448353,1564.726141,,,,,,,1338.747295,1543.153833,0.319069479,0.680930521,111,97,25,5,15
2022/12/13,2023,0,,UTA,NOP,1510.315323,1622.36692,0.48266331,0.51733669,1528.021242,1604.661001,,,,,,,1525.988582,1602.267336,0.555866331,0.444133669,121,100,75,41,58
2022/12/13,2023,0,,LAL,BOS,1469.00173,1678.636332,0.347259457,0.652740543,1464.963518,1682.674544,,,,,,,1470.892539,1673.229316,0.365703534,0.634296466,118,122,76,20,48
2022/12/14,2023,0,,ORL,ATL,1354.859219,1502.733876,0.4315356,0.5684644,1367.876932,1489.716163,,,,,,,1349.325036,1503.667665,0.388514371,0.611485629,135,124,21,20,21
2022/12/14,2023,0,,CHO,DET,1405.007059,1376.45133,0.677001599,0.322998401,1392.310362,1389.148026,,,,,,,1436.441132,1360.413569,0.707463852,0.292536148,134,141,14,3,9
2022/12/14,2023,0,,IND,GSW,1442.269113,1592.308092,0.428481933,0.571518067,1451.476482,1583.100723,,,,,,,1461.229852,1548.424401,0.553388221,0.446611779,125,119,52,43,48
2022/12/14,2023,0,,TOR,SAC,1509.893112,1515.992975,0.631936314,0.368063686,1504.369735,1521.516352,,,,,,,1569.120594,1497.17899,0.74528166,0.25471834,123,124,64,44,54
2022/12/14,2023,0,,CHI,NYK,1497.952109,1534.24499,0.590668029,0.409331971,1486.650392,1545.546707,,,,,,,1524.329846,1553.632496,0.567486763,0.432513237,120,128,67,78,73
2022/12/14,2023,0,,SAS,POR,1374.247951,1444.790983,0.5422907,0.4577093,1358.632279,1460.406655,,,,,,,1339.462102,1482.04257,0.420238428,0.579761572,112,128,17,24,21
2022/12/14,2023,0,,OKC,MIA,1423.232301,1525.013877,0.497436129,0.502563871,1418.432055,1529.814123,,,,,,,1354.686438,1523.418955,0.380747649,0.619252351,108,110,25,21,23
2022/12/14,2023,0,,DAL,CLE,1563.296342,1551.734207,0.655251343,0.344748657,1543.92341,1571.107138,,,,,,,1600.750126,1565.361266,0.654700596,0.345299404,90,105,81,32,57
2022/12/14,2023,0,,DEN,WAS,1549.36725,1413.168981,0.795705495,0.204294505,1553.577953,1408.958278,,,,,,,1575.993769,1367.915304,0.872622099,0.127377901,141,128,36,6,21
