Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Memphis Grizzlies,Houston Rockets,0022201088,130,0.62,0.47,0.346,0.726,46.2,25.1,13.4,8.2,5.7,3.8,114.0,110.0,0.564,125,0.25,0.454,0.327,0.756,46.2,22.3,16.5,7.2,4.6,-7.8,110.0,118.2,0.553,1,03/22/2023
Minnesota Timberwolves,Atlanta Hawks,0022201090,125,0.493,0.492,0.361,0.76,40.6,25.3,15.2,8.0,5.4,-0.3,113.2,113.3,0.593,124,0.5,0.481,0.353,0.815,43.1,24.0,12.5,6.8,4.7,0.1,114.9,115.0,0.576,1,03/22/2023
Chicago Bulls,Philadelphia 76ers,0022201087,91,0.479,0.489,0.364,0.812,42.4,24.1,13.6,7.6,4.5,1.0,112.7,111.7,0.588,116,0.676,0.487,0.388,0.835,41.6,25.6,13.8,7.9,4.9,5.0,117.1,112.0,0.608,0,03/22/2023
Utah Jazz,Portland Trail Blazers,0022201091,115,0.493,0.473,0.36,0.79,45.0,25.5,15.3,6.3,5.3,0.1,116.1,115.8,0.587,127,0.437,0.478,0.371,0.802,41.5,24.3,14.8,6.7,4.5,-1.9,115.4,117.3,0.597,0,03/22/2023
Los Angeles Lakers,Phoenix Suns,0022201092,122,0.486,0.478,0.34,0.778,44.3,24.4,13.7,6.2,4.4,-0.4,113.1,113.3,0.578,111,0.535,0.467,0.377,0.793,44.4,27.3,14.0,7.4,5.0,1.8,114.0,112.2,0.571,1,03/22/2023
Toronto Raptors,Indiana Pacers,0022201085,114,0.486,0.457,0.34,0.783,43.5,23.9,12.0,9.4,5.2,0.8,114.2,113.5,0.555,118,0.444,0.466,0.365,0.792,40.8,26.3,14.5,7.7,5.8,-2.4,113.7,116.2,0.58,0,03/22/2023
Miami Heat,New York Knicks,0022201084,127,0.534,0.456,0.338,0.832,41.9,24.1,13.9,8.3,3.2,-0.5,111.7,112.4,0.569,120,0.575,0.466,0.349,0.768,47.3,22.5,13.0,6.2,4.0,2.8,116.4,113.8,0.573,1,03/22/2023
Dallas Mavericks,Golden State Warriors,0022201086,125,0.5,0.474,0.371,0.754,39.5,23.0,12.6,6.6,3.7,0.5,115.8,115.6,0.599,127,0.507,0.476,0.383,0.793,42.7,28.6,15.8,6.9,3.8,0.4,114.3,113.9,0.597,0,03/22/2023
Washington Wizards,Denver Nuggets,0022201083,104,0.444,0.485,0.357,0.791,43.9,25.5,14.4,6.9,5.3,-0.9,113.7,114.5,0.586,118,0.667,0.509,0.388,0.755,43.1,29.5,14.8,7.5,4.4,3.8,117.5,113.8,0.607,0,03/22/2023
Milwaukee Bucks,San Antonio Spurs,0022201089,130,0.718,0.469,0.366,0.743,47.8,24.8,14.4,6.2,4.9,3.8,113.8,110.1,0.581,94,0.264,0.466,0.348,0.741,42.3,26.3,15.2,6.8,3.9,-9.4,109.6,119.1,0.555,1,03/22/2023
Orlando Magic,New York Knicks,0022201093,111,0.411,0.471,0.346,0.787,42.9,23.0,15.0,7.3,4.5,-2.7,111.7,114.1,0.574,106,0.568,0.467,0.35,0.769,47.2,22.6,13.1,6.2,4.0,2.7,116.5,114.0,0.574,1,03/23/2023
New Orleans Pelicans,Charlotte Hornets,0022201095,115,0.486,0.479,0.357,0.785,43.3,25.6,14.6,8.3,4.1,1.0,113.4,112.3,0.579,96,0.315,0.455,0.327,0.748,43.5,24.3,13.5,7.7,5.1,-6.0,108.5,114.7,0.548,1,03/23/2023
Brooklyn Nets,Cleveland Cavaliers,0022201094,114,0.542,0.49,0.381,0.798,40.7,25.6,14.0,7.2,6.3,0.4,114.2,113.6,0.6,116,0.622,0.489,0.364,0.778,42.5,25.6,13.9,7.4,4.6,5.7,115.4,109.7,0.591,0,03/23/2023
LA Clippers,Oklahoma City Thunder,0022201096,127,0.521,0.472,0.375,0.783,43.7,23.4,14.2,7.1,4.4,0.2,113.3,113.2,0.582,105,0.5,0.467,0.36,0.807,42.5,23.8,12.9,8.0,4.3,1.4,114.1,112.7,0.571,1,03/23/2023
Golden State Warriors,Philadelphia 76ers,0022201103,120,0.514,0.477,0.382,0.794,42.7,28.6,15.8,6.9,3.8,0.4,114.5,114.1,0.598,112,0.681,0.486,0.389,0.835,41.7,25.7,13.9,8.0,4.9,5.3,117.1,111.8,0.608,1,03/24/2023
Los Angeles Lakers,Oklahoma City Thunder,0022201106,116,0.493,0.479,0.341,0.778,44.1,24.4,13.8,6.2,4.4,-0.2,113.1,113.2,0.579,111,0.493,0.467,0.359,0.807,42.5,23.8,12.9,8.0,4.3,1.1,114.0,112.9,0.571,1,03/24/2023
Boston Celtics,Indiana Pacers,0022201097,120,0.685,0.474,0.377,0.817,44.7,26.2,13.2,6.4,5.1,5.6,117.0,111.3,0.6,95,0.452,0.467,0.366,0.793,40.8,26.3,14.6,7.6,5.8,-2.3,113.7,116.2,0.581,1,03/24/2023
Sacramento Kings,Phoenix Suns,0022201105,135,0.597,0.497,0.374,0.793,41.5,26.6,13.6,6.7,3.2,2.3,118.6,116.3,0.613,127,0.528,0.467,0.377,0.793,44.3,27.2,14.1,7.4,5.1,1.6,114.0,112.2,0.571,1,03/24/2023
Utah Jazz,Milwaukee Bucks,0022201102,116,0.486,0.473,0.359,0.789,45.0,25.5,15.3,6.2,5.3,-0.1,116.0,115.9,0.587,144,0.722,0.47,0.366,0.74,47.9,24.8,14.4,6.3,4.9,4.3,113.9,109.7,0.581,0,03/24/2023
Portland Trail Blazers,Chicago Bulls,0022201104,96,0.444,0.478,0.37,0.802,41.5,24.3,14.7,6.7,4.5,-1.7,115.5,117.2,0.597,124,0.472,0.488,0.362,0.811,42.4,24.0,13.7,7.6,4.5,0.6,112.5,111.8,0.586,0,03/24/2023
Dallas Mavericks,Charlotte Hornets,0022201101,109,0.493,0.474,0.371,0.753,39.3,23.1,12.6,6.6,3.7,0.5,116.0,115.8,0.599,117,0.311,0.455,0.326,0.748,43.4,24.3,13.6,7.8,5.1,-6.2,108.3,114.7,0.548,0,03/24/2023
Washington Wizards,San Antonio Spurs,0022201098,136,0.438,0.485,0.355,0.791,43.9,25.5,14.3,6.9,5.3,-1.0,113.7,114.7,0.586,124,0.26,0.465,0.346,0.74,42.3,26.2,15.2,6.8,3.9,-9.8,109.2,119.1,0.554,1,03/24/2023
Toronto Raptors,Detroit Pistons,0022201099,118,0.479,0.457,0.338,0.782,43.4,23.9,12.0,9.5,5.2,0.7,114.3,113.6,0.555,97,0.219,0.454,0.351,0.77,42.2,22.8,14.9,7.2,3.8,-7.7,110.0,117.5,0.56,1,03/24/2023
Memphis Grizzlies,Houston Rockets,0022201100,151,0.625,0.471,0.346,0.729,46.1,25.1,13.4,8.2,5.7,3.9,114.3,110.2,0.565,114,0.247,0.455,0.327,0.756,46.3,22.4,16.5,7.2,4.6,-7.8,110.3,118.4,0.554,1,03/24/2023
LA Clippers,New Orleans Pelicans,0022201112,110,0.527,0.473,0.377,0.782,43.7,23.6,14.2,7.1,4.4,0.5,113.6,113.1,0.584,131,0.493,0.478,0.356,0.786,43.4,25.6,14.5,8.4,4.0,1.3,113.4,112.1,0.579,0,03/25/2023
Phoenix Suns,Philadelphia 76ers,0022201110,125,0.521,0.468,0.376,0.792,44.3,27.3,14.0,7.3,5.1,1.5,114.2,112.6,0.571,105,0.671,0.486,0.388,0.835,41.6,25.6,13.8,8.0,4.9,5.1,117.0,111.9,0.608,1,03/25/2023
Miami Heat,Brooklyn Nets,0022201108,100,0.541,0.457,0.341,0.832,41.7,24.2,13.9,8.3,3.1,-0.4,111.9,112.5,0.571,129,0.534,0.49,0.381,0.8,40.7,25.5,14.1,7.2,6.3,0.4,114.3,113.6,0.6,0,03/25/2023
Sacramento Kings,Utah Jazz,0022201111,121,0.603,0.497,0.374,0.794,41.4,26.7,13.5,6.7,3.2,2.4,118.8,116.4,0.613,113,0.479,0.471,0.358,0.788,45.1,25.5,15.2,6.2,5.3,-0.4,115.9,116.1,0.585,1,03/25/2023
Atlanta Hawks,Indiana Pacers,0022201107,143,0.493,0.482,0.354,0.816,43.1,24.1,12.5,6.8,4.8,0.0,115.0,115.1,0.577,130,0.446,0.467,0.364,0.79,40.8,26.2,14.6,7.7,5.8,-2.6,113.4,116.2,0.58,1,03/25/2023
Denver Nuggets,Milwaukee Bucks,0022201109,129,0.671,0.509,0.389,0.757,43.1,29.5,14.7,7.5,4.4,3.9,117.6,113.8,0.607,106,0.726,0.471,0.367,0.74,47.8,25.0,14.3,6.3,5.0,4.6,114.1,109.6,0.582,1,03/25/2023
Golden State Warriors,Minnesota Timberwolves,0022201121,96,0.52,0.477,0.382,0.793,42.8,28.6,15.7,6.8,3.8,0.5,114.5,114.0,0.598,99,0.5,0.492,0.361,0.761,40.6,25.3,15.1,7.9,5.3,-0.3,113.3,113.4,0.593,0,03/26/2023
Los Angeles Lakers,Chicago Bulls,0022201114,108,0.5,0.479,0.341,0.778,44.3,24.4,13.7,6.3,4.4,-0.1,113.2,113.2,0.579,118,0.479,0.489,0.366,0.811,42.5,24.2,13.8,7.6,4.5,1.0,112.7,111.6,0.588,0,03/26/2023
Boston Celtics,San Antonio Spurs,0022201116,137,0.689,0.474,0.377,0.816,44.8,26.2,13.3,6.4,5.1,5.8,117.0,111.0,0.6,93,0.257,0.466,0.346,0.738,42.3,26.4,15.0,6.8,3.9,-9.8,109.4,119.4,0.554,1,03/26/2023
Orlando Magic,Brooklyn Nets,0022201118,119,0.419,0.471,0.347,0.788,42.9,23.0,15.0,7.3,4.5,-2.6,111.6,114.1,0.574,106,0.541,0.49,0.382,0.802,40.8,25.6,14.0,7.2,6.3,0.8,114.6,113.6,0.6,1,03/26/2023
Cleveland Cavaliers,Houston Rockets,0022201117,108,0.627,0.488,0.365,0.778,42.5,25.6,13.9,7.4,4.6,5.7,115.5,109.8,0.591,91,0.243,0.456,0.327,0.754,46.1,22.4,16.4,7.2,4.6,-8.2,110.3,118.8,0.554,1,03/26/2023
Portland Trail Blazers,Oklahoma City Thunder,0022201120,112,0.438,0.478,0.368,0.803,41.4,24.3,14.7,6.8,4.5,-2.0,115.3,117.3,0.596,118,0.486,0.466,0.36,0.808,42.5,23.8,12.9,8.0,4.3,1.0,114.0,113.0,0.571,0,03/26/2023
Atlanta Hawks,Memphis Grizzlies,0022201115,119,0.5,0.483,0.356,0.817,43.0,24.2,12.5,6.8,4.8,0.2,115.4,115.3,0.578,123,0.63,0.473,0.35,0.73,45.9,25.2,13.4,8.2,5.7,4.3,114.7,110.2,0.567,0,03/26/2023
Charlotte Hornets,Dallas Mavericks,0022201113,110,0.32,0.455,0.327,0.748,43.4,24.4,13.5,7.7,5.1,-6.0,108.4,114.6,0.548,104,0.486,0.474,0.37,0.753,39.4,23.1,12.6,6.5,3.7,0.4,115.9,115.8,0.599,1,03/26/2023
Toronto Raptors,Washington Wizards,0022201119,114,0.486,0.457,0.339,0.782,43.5,23.9,12.0,9.5,5.3,1.0,114.4,113.5,0.555,104,0.446,0.487,0.357,0.79,43.9,25.5,14.2,6.8,5.3,-0.9,114.0,114.8,0.587,1,03/26/2023
New York Knicks,Houston Rockets,0022201124,137,0.56,0.466,0.349,0.769,47.2,22.7,13.1,6.2,4.1,2.6,116.3,113.9,0.574,115,0.24,0.456,0.326,0.755,46.1,22.4,16.5,7.2,4.5,-8.3,110.2,118.7,0.554,1,03/27/2023
LA Clippers,Chicago Bulls,0022201129,124,0.52,0.474,0.378,0.782,43.5,23.7,14.3,7.1,4.4,0.3,113.5,113.3,0.584,112,0.486,0.49,0.367,0.811,42.5,24.3,13.7,7.6,4.5,1.1,112.8,111.7,0.588,1,03/27/2023
Sacramento Kings,Minnesota Timberwolves,0022201128,115,0.608,0.497,0.374,0.794,41.4,26.7,13.4,6.8,3.2,2.5,118.9,116.4,0.613,119,0.507,0.491,0.362,0.758,40.7,25.3,15.1,8.0,5.3,-0.2,113.1,113.1,0.592,0,03/27/2023
Detroit Pistons,Milwaukee Bucks,0022201122,117,0.216,0.454,0.35,0.769,42.2,22.8,15.0,7.2,3.8,-7.9,109.9,117.5,0.56,126,0.716,0.471,0.366,0.742,47.7,25.0,14.3,6.3,4.9,4.2,114.0,109.9,0.582,0,03/27/2023
Utah Jazz,Phoenix Suns,0022201125,103,0.473,0.472,0.358,0.786,45.1,25.6,15.2,6.2,5.3,-0.5,115.8,116.2,0.585,117,0.527,0.469,0.377,0.793,44.3,27.5,14.0,7.3,5.1,1.7,114.4,112.6,0.572,0,03/27/2023
Portland Trail Blazers,New Orleans Pelicans,0022201127,90,0.432,0.478,0.369,0.802,41.3,24.2,14.7,6.7,4.5,-2.1,115.2,117.3,0.596,124,0.5,0.479,0.36,0.787,43.4,25.8,14.6,8.4,4.0,1.5,113.6,112.0,0.58,0,03/27/2023
Indiana Pacers,Dallas Mavericks,0022201123,104,0.44,0.468,0.364,0.792,40.7,26.3,14.6,7.7,5.8,-2.7,113.6,116.6,0.581,127,0.48,0.473,0.37,0.756,39.4,23.0,12.5,6.5,3.7,0.3,115.7,115.7,0.598,0,03/27/2023
Denver Nuggets,Philadelphia 76ers,0022201126,116,0.676,0.509,0.389,0.756,43.2,29.5,14.7,7.5,4.4,4.2,117.7,113.6,0.608,111,0.662,0.486,0.388,0.835,41.6,25.6,13.8,7.9,4.9,4.8,117.0,112.2,0.608,1,03/27/2023
Golden State Warriors,New Orleans Pelicans,0022201135,120,0.513,0.476,0.382,0.793,42.7,28.5,15.7,6.8,3.7,0.4,114.3,113.8,0.598,109,0.507,0.48,0.361,0.787,43.5,25.8,14.6,8.4,4.0,1.9,113.7,111.8,0.581,1,03/28/2023
Washington Wizards,Boston Celtics,0022201130,130,0.44,0.486,0.358,0.788,43.9,25.5,14.3,6.8,5.2,-1.0,113.9,114.9,0.587,111,0.693,0.475,0.378,0.815,44.9,26.2,13.3,6.4,5.2,6.3,117.1,110.6,0.601,1,03/28/2023
Toronto Raptors,Miami Heat,0022201132,106,0.493,0.457,0.339,0.782,43.6,23.9,12.0,9.5,5.3,1.1,114.4,113.3,0.555,92,0.533,0.457,0.341,0.832,41.7,24.2,13.9,8.3,3.2,-0.8,111.9,112.9,0.571,1,03/28/2023
Atlanta Hawks,Cleveland Cavaliers,0022201131,120,0.493,0.482,0.354,0.818,43.1,24.2,12.5,6.8,4.8,0.2,115.4,115.3,0.578,118,0.632,0.488,0.364,0.779,42.5,25.6,13.8,7.4,4.6,5.8,115.5,109.6,0.591,1,03/28/2023
Memphis Grizzlies,Orlando Magic,0022201133,113,0.635,0.474,0.351,0.73,45.8,25.3,13.3,8.2,5.7,4.3,114.8,110.3,0.568,108,0.427,0.472,0.347,0.788,43.0,23.1,15.0,7.3,4.5,-2.4,111.7,113.9,0.575,1,03/28/2023
Oklahoma City Thunder,Charlotte Hornets,0022201134,134,0.493,0.466,0.359,0.809,42.5,23.8,12.8,8.0,4.2,1.1,114.0,113.0,0.57,137,0.329,0.455,0.328,0.749,43.6,24.4,13.5,7.7,5.0,-5.8,108.5,114.5,0.548,0,03/28/2023
Indiana Pacers,Milwaukee Bucks,0022201136,136,0.434,0.467,0.363,0.791,40.8,26.2,14.6,7.6,5.8,-3.0,113.5,116.7,0.58,149,0.72,0.471,0.365,0.744,47.7,25.0,14.2,6.3,4.9,4.3,114.1,110.0,0.582,0,03/29/2023
Brooklyn Nets,Houston Rockets,0022201137,123,0.533,0.489,0.38,0.803,40.9,25.5,14.0,7.2,6.3,0.6,114.5,113.7,0.599,114,0.237,0.456,0.326,0.756,46.0,22.4,16.5,7.2,4.5,-8.5,110.2,119.0,0.554,1,03/29/2023
Oklahoma City Thunder,Detroit Pistons,0022201142,107,0.487,0.467,0.359,0.809,42.4,23.7,12.8,8.1,4.2,1.0,114.1,113.1,0.571,106,0.213,0.454,0.349,0.77,42.3,22.8,14.9,7.1,3.7,-7.9,110.0,117.6,0.56,1,03/29/2023
Philadelphia 76ers,Dallas Mavericks,0022201139,116,0.653,0.486,0.386,0.835,41.6,25.5,13.8,7.9,4.9,4.7,116.9,112.3,0.607,108,0.487,0.474,0.372,0.757,39.3,23.1,12.5,6.6,3.8,0.6,115.9,115.6,0.599,1,03/29/2023
San Antonio Spurs,Utah Jazz,0022201143,117,0.253,0.464,0.344,0.738,42.1,26.3,15.0,6.8,3.8,-10.2,109.0,119.5,0.552,128,0.467,0.472,0.356,0.785,45.1,25.6,15.2,6.1,5.3,-0.7,115.7,116.2,0.584,0,03/29/2023
Memphis Grizzlies,LA Clippers,0022201141,132,0.64,0.474,0.351,0.73,45.8,25.3,13.4,8.2,5.7,4.3,114.7,110.2,0.568,141,0.526,0.475,0.38,0.78,43.5,23.9,14.4,7.2,4.4,0.4,113.6,113.3,0.586,0,03/29/2023
Chicago Bulls,Los Angeles Lakers,0022201140,110,0.48,0.491,0.367,0.81,42.4,24.3,13.7,7.6,4.5,1.0,112.8,111.9,0.589,121,0.493,0.479,0.342,0.776,44.2,24.4,13.8,6.3,4.4,-0.3,113.2,113.3,0.579,0,03/29/2023
Portland Trail Blazers,Sacramento Kings,0022201145,80,0.427,0.476,0.367,0.803,41.1,24.1,14.7,6.7,4.5,-2.5,114.9,117.4,0.594,120,0.6,0.496,0.372,0.794,41.4,26.6,13.4,6.7,3.2,2.4,118.9,116.5,0.612,0,03/29/2023
New York Knicks,Miami Heat,0022201138,101,0.566,0.468,0.35,0.768,47.0,22.8,13.1,6.3,4.1,2.8,116.6,114.0,0.575,92,0.526,0.457,0.341,0.833,41.7,24.1,13.9,8.3,3.2,-1.0,111.8,112.9,0.57,1,03/29/2023
Phoenix Suns,Minnesota Timberwolves,0022201144,107,0.533,0.468,0.376,0.794,44.4,27.5,13.9,7.3,5.2,1.9,114.5,112.5,0.571,100,0.513,0.491,0.362,0.756,40.7,25.4,15.0,7.9,5.3,-0.2,113.2,113.2,0.592,1,03/29/2023
Milwaukee Bucks,Boston Celtics,0022201146,99,0.724,0.473,0.365,0.744,47.7,25.0,14.3,6.2,4.9,4.4,114.4,110.2,0.584,140,0.684,0.475,0.376,0.815,44.8,26.3,13.2,6.4,5.2,6.0,117.0,110.9,0.6,0,03/30/2023
Denver Nuggets,New Orleans Pelicans,0022201147,88,0.68,0.509,0.389,0.757,43.2,29.5,14.7,7.5,4.4,4.2,117.8,113.6,0.608,107,0.5,0.48,0.362,0.788,43.5,25.9,14.7,8.3,4.0,1.8,113.7,111.9,0.581,0,03/30/2023
Philadelphia 76ers,Toronto Raptors,0022201150,117,0.658,0.485,0.388,0.835,41.6,25.5,13.8,8.0,4.9,4.7,117.0,112.4,0.607,110,0.5,0.457,0.337,0.783,43.7,24.0,12.0,9.5,5.3,1.3,114.4,113.2,0.555,1,03/31/2023
Golden State Warriors,San Antonio Spurs,0022201158,130,0.519,0.477,0.383,0.792,42.7,28.6,15.7,6.9,3.7,0.6,114.4,113.8,0.598,115,0.25,0.465,0.343,0.739,42.1,26.3,14.9,6.8,3.8,-10.2,109.0,119.5,0.553,1,03/31/2023
Brooklyn Nets,Atlanta Hawks,0022201153,124,0.539,0.489,0.381,0.8,40.9,25.6,14.0,7.2,6.3,0.7,114.7,113.7,0.6,107,0.5,0.482,0.355,0.817,43.2,24.2,12.5,6.8,4.8,0.2,115.4,115.4,0.578,1,03/31/2023
Boston Celtics,Utah Jazz,0022201152,122,0.688,0.476,0.378,0.815,44.9,26.3,13.2,6.4,5.2,6.4,117.3,110.7,0.602,114,0.474,0.473,0.357,0.786,45.1,25.6,15.2,6.1,5.3,-0.6,115.8,116.1,0.585,1,03/31/2023
Phoenix Suns,Denver Nuggets,0022201160,100,0.539,0.467,0.376,0.794,44.5,27.5,13.8,7.3,5.2,1.9,114.4,112.3,0.57,93,0.671,0.508,0.386,0.755,43.2,29.4,14.6,7.5,4.4,3.9,117.5,113.6,0.606,1,03/31/2023
Cleveland Cavaliers,New York Knicks,0022201154,116,0.623,0.488,0.364,0.778,42.5,25.5,13.8,7.4,4.7,5.7,115.6,109.8,0.59,130,0.571,0.468,0.351,0.765,47.1,22.9,13.1,6.3,4.1,2.9,116.5,113.8,0.575,0,03/31/2023
Houston Rockets,Detroit Pistons,0022201155,121,0.234,0.457,0.325,0.755,46.1,22.4,16.4,7.2,4.5,-8.5,110.3,119.1,0.554,115,0.211,0.454,0.351,0.769,42.3,22.8,15.0,7.1,3.7,-7.8,110.1,117.6,0.56,1,03/31/2023
Portland Trail Blazers,Sacramento Kings,0022201159,114,0.421,0.474,0.365,0.803,41.2,24.0,14.7,6.7,4.5,-3.0,114.4,117.4,0.592,138,0.605,0.496,0.372,0.794,41.7,26.6,13.3,6.7,3.2,2.9,118.8,115.9,0.612,0,03/31/2023
Indiana Pacers,Oklahoma City Thunder,0022201149,121,0.429,0.468,0.364,0.791,40.6,26.3,14.5,7.6,5.7,-3.1,113.7,117.0,0.58,117,0.494,0.466,0.359,0.808,42.4,23.7,12.8,8.1,4.2,1.0,114.1,113.1,0.571,1,03/31/2023
Minnesota Timberwolves,Los Angeles Lakers,0022201157,111,0.506,0.491,0.362,0.755,40.9,25.4,15.1,7.9,5.2,-0.2,113.1,113.2,0.592,123,0.5,0.48,0.342,0.777,44.2,24.4,13.8,6.3,4.4,-0.1,113.4,113.3,0.58,0,03/31/2023
Charlotte Hornets,Chicago Bulls,0022201148,91,0.338,0.456,0.329,0.747,43.7,24.5,13.6,7.7,5.0,-5.7,108.7,114.6,0.549,121,0.474,0.491,0.366,0.81,42.3,24.4,13.7,7.6,4.5,0.8,112.8,112.0,0.589,0,03/31/2023
Washington Wizards,Orlando Magic,0022201151,109,0.447,0.487,0.358,0.787,43.9,25.6,14.2,6.8,5.2,-0.7,114.1,114.8,0.587,116,0.421,0.471,0.346,0.788,43.0,23.1,15.0,7.3,4.5,-2.4,111.6,113.8,0.574,0,03/31/2023
Memphis Grizzlies,LA Clippers,0022201156,108,0.632,0.474,0.35,0.731,45.7,25.2,13.3,8.2,5.7,4.1,114.8,110.5,0.569,94,0.532,0.477,0.383,0.779,43.3,23.9,14.4,7.2,4.4,0.5,113.9,113.5,0.588,1,03/31/2023
Miami Heat,Dallas Mavericks,0022201161,129,0.519,0.456,0.341,0.832,41.7,24.1,13.9,8.2,3.1,-1.1,111.6,112.9,0.57,122,0.481,0.474,0.372,0.757,39.4,23.1,12.6,6.5,3.8,0.5,115.9,115.7,0.599,1,04/01/2023
New Orleans Pelicans,LA Clippers,0022201162,122,0.506,0.48,0.363,0.789,43.6,25.9,14.6,8.3,4.0,2.0,113.7,111.7,0.581,114,0.526,0.476,0.382,0.78,43.4,23.9,14.4,7.2,4.5,0.3,113.6,113.3,0.587,1,04/01/2023
Chicago Bulls,Memphis Grizzlies,0022201165,128,0.481,0.491,0.366,0.81,42.3,24.4,13.6,7.7,4.5,1.2,113.0,111.8,0.589,107,0.636,0.474,0.349,0.731,45.8,25.2,13.4,8.2,5.7,4.2,114.6,110.2,0.568,1,04/02/2023
New York Knicks,Washington Wizards,0022201168,118,0.577,0.469,0.353,0.763,47.1,22.9,13.1,6.3,4.1,3.0,116.8,113.9,0.576,109,0.442,0.486,0.357,0.787,44.0,25.6,14.2,6.8,5.2,-0.8,114.0,114.8,0.586,1,04/02/2023
Brooklyn Nets,Utah Jazz,0022201164,111,0.545,0.49,0.382,0.801,40.9,25.8,14.0,7.2,6.3,0.9,114.9,113.7,0.601,110,0.468,0.473,0.356,0.787,45.1,25.5,15.2,6.1,5.3,-0.7,115.7,116.1,0.585,1,04/02/2023
Orlando Magic,Detroit Pistons,0022201169,128,0.429,0.471,0.345,0.787,43.0,23.1,14.9,7.3,4.7,-2.3,111.6,113.7,0.574,102,0.208,0.455,0.351,0.768,42.3,22.9,14.9,7.1,3.8,-7.8,110.2,117.6,0.561,1,04/02/2023
Cleveland Cavaliers,Indiana Pacers,0022201173,115,0.615,0.489,0.365,0.778,42.4,25.6,13.7,7.3,4.7,5.5,115.7,110.1,0.591,105,0.436,0.468,0.363,0.789,40.7,26.4,14.5,7.6,5.7,-3.0,113.7,116.9,0.58,1,04/02/2023
Sacramento Kings,San Antonio Spurs,0022201170,134,0.61,0.497,0.373,0.793,41.6,26.8,13.3,6.8,3.3,3.2,119.0,115.9,0.613,142,0.247,0.465,0.344,0.739,42.1,26.3,14.9,6.8,3.8,-10.3,109.1,119.6,0.553,0,04/02/2023
Houston Rockets,Los Angeles Lakers,0022201171,109,0.244,0.457,0.326,0.755,46.1,22.3,16.3,7.2,4.5,-8.3,110.4,119.0,0.554,134,0.506,0.48,0.342,0.777,44.3,24.4,13.8,6.3,4.4,0.0,113.4,113.2,0.58,0,04/02/2023
Milwaukee Bucks,Philadelphia 76ers,0022201174,117,0.714,0.472,0.365,0.744,47.7,25.0,14.2,6.2,4.9,3.8,114.2,110.6,0.582,104,0.662,0.486,0.388,0.836,41.6,25.6,13.8,8.0,4.9,4.7,117.2,112.5,0.608,1,04/02/2023
Atlanta Hawks,Dallas Mavericks,0022201167,132,0.494,0.481,0.353,0.818,43.2,24.2,12.5,6.8,4.8,0.0,115.4,115.6,0.577,130,0.474,0.475,0.372,0.758,39.3,23.3,12.6,6.5,3.8,0.4,116.0,115.9,0.601,1,04/02/2023
Denver Nuggets,Golden State Warriors,0022201175,112,0.662,0.506,0.384,0.753,43.3,29.3,14.6,7.5,4.4,3.7,117.2,113.5,0.604,110,0.526,0.477,0.384,0.791,42.7,28.7,15.7,6.9,3.7,0.8,114.6,113.8,0.599,1,04/02/2023
Minnesota Timberwolves,Portland Trail Blazers,0022201166,105,0.5,0.49,0.362,0.756,40.8,25.4,15.1,7.9,5.2,-0.4,113.0,113.2,0.591,107,0.416,0.474,0.367,0.801,41.1,24.1,14.7,6.7,4.5,-3.3,114.4,117.6,0.592,0,04/02/2023
Charlotte Hornets,Toronto Raptors,0022201163,108,0.333,0.456,0.33,0.747,43.6,24.6,13.7,7.6,5.0,-6.0,108.5,114.7,0.55,128,0.494,0.457,0.337,0.783,43.6,24.1,12.0,9.5,5.3,1.2,114.5,113.4,0.555,0,04/02/2023
Oklahoma City Thunder,Phoenix Suns,0022201172,118,0.487,0.466,0.357,0.809,42.4,23.6,12.7,8.1,4.2,1.0,114.1,113.2,0.571,128,0.545,0.467,0.376,0.794,44.6,27.5,13.8,7.3,5.2,2.0,114.3,112.1,0.57,0,04/02/2023
Philadelphia 76ers,Boston Celtics,0022201181,103,0.654,0.486,0.387,0.836,41.6,25.5,13.8,7.9,4.8,4.5,117.1,112.6,0.608,101,0.692,0.476,0.377,0.817,44.8,26.3,13.2,6.4,5.2,6.5,117.3,110.7,0.601,1,04/04/2023
Golden State Warriors,Oklahoma City Thunder,0022201187,136,0.519,0.476,0.381,0.793,42.9,28.7,15.7,6.9,3.7,0.7,114.5,113.8,0.597,125,0.481,0.466,0.357,0.81,42.4,23.6,12.7,8.1,4.1,0.8,114.1,113.4,0.571,1,04/04/2023
Chicago Bulls,Atlanta Hawks,0022201182,105,0.487,0.492,0.365,0.811,42.2,24.5,13.5,7.7,4.5,1.4,113.2,111.8,0.589,123,0.5,0.481,0.353,0.818,43.3,24.2,12.5,6.8,4.7,0.0,115.4,115.6,0.577,0,04/04/2023
Brooklyn Nets,Minnesota Timberwolves,0022201180,102,0.551,0.489,0.381,0.8,40.9,25.7,13.9,7.2,6.2,0.9,114.8,113.6,0.6,107,0.494,0.49,0.362,0.756,40.9,25.5,15.1,7.9,5.2,-0.4,112.9,113.1,0.591,0,04/04/2023
