H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,eloh_pre,eloa_pre,eloh_post,eloa_post
116,0.667,0.455,0.344,0.747,48.3,25.3,13.5,10.2,6.2,4.2,112.2,108.2,0.548,108,0.769,0.468,0.359,0.749,46.6,28.2,16,9.7,5.1,8.9,110.8,101.9,0.579,1,1617.715856,1655.076359,1624.819769,1647.972446
128,0.35,0.434,0.335,0.79,47.3,24.8,15,7.5,4.2,-5.1,107,111.6,0.537,125,0.5,0.437,0.338,0.759,45.4,24.3,15.1,8.7,5.7,0.9,108.6,107.7,0.545,1,1449.24952,1525.513746,1454.361722,1520.401545
98,0.59,0.461,0.353,0.817,43.7,23.6,12.9,8.3,6.1,2,110.9,108.6,0.566,109,0.537,0.463,0.377,0.737,42.9,26.5,12.8,8.8,5.1,-0.7,112.6,113.1,0.567,0,1611.266497,1515.423831,1591.54114,1535.149187
124,0.375,0.463,0.353,0.727,45.3,27.6,12.9,7.9,5.1,-0.4,109.2,109.5,0.545,128,0.262,0.45,0.342,0.712,42.2,22.5,16.9,7.3,4.8,-8.8,106,114.6,0.558,0,1489.112072,1297.55451,1475.210747,1311.455836
112,0.711,0.475,0.39,0.814,43.6,24.2,13.3,8,4.6,4.5,112.5,107.8,0.579,138,0.641,0.469,0.346,0.82,45.4,25.5,14.3,7.1,5.6,2.3,110.6,108.1,0.571,0,1585.467667,1553.669382,1555.443668,1583.69338
108,0.488,0.435,0.358,0.765,46.8,21.7,14,7.2,5.3,-0.9,108.2,109.5,0.547,85,0.55,0.451,0.335,0.762,45.3,24.9,12.8,7.3,4.1,2.5,109.7,107.1,0.554,1,1487.334289,1581.837625,1505.038912,1564.133002
125,0.372,0.45,0.345,0.761,44.2,22.5,14.2,7,4.6,-4.6,108.5,113,0.55,116,0.512,0.467,0.352,0.737,43.9,23.8,14.7,8.1,5.6,-0.5,108.4,109.1,0.564,1,1359.641183,1481.797129,1370.181727,1471.256585
91,0.683,0.478,0.368,0.774,47.2,22.7,14.8,7,5,8.3,116.7,108.5,0.597,111,0.561,0.463,0.352,0.774,46.5,26,15.4,7.4,4.6,4.8,109.9,105,0.567,0,1641.43704,1570.197983,1613.792289,1597.842734
91,0.436,0.461,0.374,0.802,46.1,24.1,12.4,6.7,4.3,-0.7,112.6,113.1,0.566,115,0.625,0.459,0.376,0.798,46.2,26.3,14.9,7.2,3.2,4.4,111.9,107.6,0.573,0,1480.785635,1595.128268,1463.134333,1612.77957
100,0.366,0.457,0.326,0.777,45.3,24.3,14.4,7.2,6,0,109.6,109.8,0.556,119,0.488,0.443,0.335,0.815,46.2,22.7,14.2,7.6,6,1.6,108.1,106.8,0.552,0,1475.015174,1533.113226,1456.695771,1551.43263
112,0.512,0.467,0.326,0.775,44.9,24.3,13.4,6.3,5.1,-2.1,108.9,110.9,0.562,106,0.171,0.424,0.324,0.785,44.4,22.1,14.9,6.9,4.8,-9.4,102.9,112.3,0.527,1,1468.223983,1289.369869,1470.338854,1287.254999
109,0.65,0.471,0.351,0.82,45.3,25.7,14.2,7.2,5.6,2.9,111.2,108.2,0.574,130,0.325,0.415,0.307,0.76,46.5,21,13.5,7.4,4.8,-7.7,101.3,108.9,0.513,0,1583.69338,1312.635069,1540.581595,1355.746855
118,0.605,0.455,0.36,0.768,46.9,22.9,14,7.7,4.3,3.8,111.4,107.7,0.567,99,0.75,0.467,0.359,0.753,46.5,28.1,16,9.6,5.1,8.5,110.6,102.1,0.579,1,1581.751009,1647.972446,1595.651313,1634.072143
140,0.513,0.462,0.336,0.763,44.5,26.6,14.4,7.4,4.1,-0.1,108.3,108.7,0.561,108,0.4,0.447,0.358,0.782,44.5,23,13.9,7.6,4.8,-3.8,110.4,114.5,0.562,1,1536.835874,1427.86236,1545.905845,1418.792389
116,0.674,0.455,0.346,0.748,48.3,25.4,13.4,10.2,6.3,4.3,112.2,108.1,0.548,108,0.488,0.438,0.341,0.759,45.1,24.3,15.1,8.7,5.7,0.8,109,108.1,0.547,1,1624.819769,1520.401545,1628.49729,1516.724023
113,0.366,0.437,0.338,0.789,47,25,15.1,7.4,4.1,-4.9,107.5,111.9,0.54,89,0.5,0.447,0.356,0.787,43.9,23,14.7,7.9,4.6,-0.6,105.7,106.2,0.551,1,1454.361722,1487.022979,1468.649422,1472.735279
111,0.575,0.461,0.354,0.812,43.5,23.5,13,8.2,6,1.6,110.7,108.7,0.566,99,0.5,0.445,0.339,0.816,46.1,22.8,14.2,7.6,6,2,108.6,106.9,0.554,1,1591.54114,1551.43263,1597.999794,1544.973976
109,0.366,0.462,0.353,0.728,45.2,27.6,12.8,7.9,5.1,-0.5,109.4,109.8,0.545,114,0.571,0.465,0.352,0.775,46.7,26.1,15.5,7.4,4.5,5.2,110.1,104.8,0.568,0,1475.210747,1597.842734,1468.748149,1604.305332
96,0.692,0.475,0.389,0.814,43.4,24.1,13.4,8,4.7,3.7,112.4,108.5,0.579,138,0.732,0.464,0.359,0.752,46.5,27.8,15.9,9.6,5,7.8,110.1,102.3,0.576,0,1555.443668,1634.072143,1525.182097,1664.333714
124,0.634,0.459,0.376,0.801,46.4,26.3,14.9,7.2,3.2,4.9,111.9,107.1,0.573,118,0.425,0.459,0.371,0.799,45.9,24,12.4,6.7,4.3,-1.2,112.1,113.1,0.564,1,1612.77957,1463.134333,1615.254615,1460.659288
126,0.386,0.453,0.346,0.762,44.2,22.6,14.2,7,4.7,-4.3,108.9,113.1,0.552,114,0.279,0.452,0.344,0.711,42.3,22.5,16.8,7.2,4.9,-8.5,106.3,114.7,0.561,1,1370.181727,1311.455836,1376.092723,1305.544839
103,0.225,0.415,0.313,0.778,42.9,21.9,15.3,8.3,4.8,-10.1,101.2,111.1,0.519,87,0.526,0.44,0.343,0.763,46.3,22.4,13.1,9.5,4.9,1.4,110.9,109.7,0.538,1,1329.378392,1540.515218,1349.583033,1520.310577
94,0.357,0.457,0.323,0.774,45.2,24.4,14.4,7.2,6,-0.5,109.7,110.3,0.555,112,0.775,0.473,0.369,0.803,45.5,26,13.8,8.7,4,7,111.1,104.2,0.571,0,1456.695771,1668.222224,1447.053282,1677.864712
109,0.548,0.464,0.375,0.738,42.9,26.6,12.8,8.9,5.1,-0.4,112.6,112.9,0.567,116,0.167,0.424,0.324,0.786,44.6,22.4,14.8,6.9,4.8,-9.3,103.1,112.4,0.527,0,1535.149187,1287.254999,1514.607617,1307.796569
85,0.682,0.455,0.344,0.745,48.4,25.3,13.4,10.2,6.3,4.4,112.2,108,0.548,112,0.537,0.45,0.332,0.76,45.2,24.7,12.8,7.2,4.1,1.9,109.2,107.3,0.553,0,1628.49729,1564.133002,1594.890259,1597.740033
101,0.357,0.462,0.356,0.729,45.3,27.4,12.9,7.9,5.1,-0.6,109.4,109.9,0.545,94,0.488,0.446,0.354,0.788,44,23,14.7,7.8,4.7,-1.1,105.3,106.5,0.549,1,1468.748149,1472.735279,1474.455141,1467.028287
120,0.634,0.47,0.348,0.822,45.5,25.5,14.1,7.2,5.7,2.3,111.2,108.8,0.572,105,0.381,0.437,0.339,0.789,47.3,25,14.9,7.4,4.1,-4.2,107.6,111.4,0.54,1,1540.581595,1468.649422,1546.995677,1462.23534
114,0.488,0.445,0.339,0.815,46,22.7,14.3,7.5,6,1.7,108.4,107,0.555,112,0.675,0.474,0.385,0.811,43.3,24.2,13.4,7.9,4.7,2.6,112.1,109.4,0.577,1,1544.973976,1525.182097,1547.920513,1522.23556
98,0.643,0.461,0.378,0.805,46.3,26.5,15,7.2,3.2,4.9,112.3,107.5,0.576,109,0.585,0.461,0.354,0.812,43.4,23.5,13,8.3,6,1.9,110.7,108.5,0.566,0,1615.254615,1597.999794,1599.151468,1614.10294
96,0.614,0.456,0.362,0.766,47,23,14.1,7.7,4.4,4.1,111.4,107.4,0.568,103,0.513,0.437,0.342,0.763,46.4,22.3,13,9.4,4.9,1,110.6,109.9,0.535,0,1595.651313,1520.310577,1581.308061,1534.653828
108,0.548,0.452,0.331,0.758,45.4,24.8,12.9,7.3,4,2.5,109.3,106.7,0.553,92,0.186,0.426,0.324,0.785,44.5,22.6,14.9,6.9,4.8,-8.9,103.2,112.1,0.529,1,1597.740033,1307.796569,1599.793344,1305.743258
108,0.415,0.459,0.373,0.802,45.6,24.1,12.5,6.7,4.3,-1.4,112.3,113.5,0.566,117,0.5,0.436,0.359,0.765,47.1,21.8,13.9,7.2,5.3,-0.3,108.4,109.1,0.547,0,1460.659288,1505.038912,1448.855121,1516.843079
133,0.525,0.466,0.341,0.763,44.4,26.8,14.5,7.4,4.1,0.7,109.1,108.7,0.566,96,0.5,0.466,0.352,0.735,44,23.9,14.6,8.1,5.5,-0.7,108.6,109.4,0.563,1,1545.905845,1471.256585,1557.894567,1459.267864
110,0.524,0.469,0.326,0.774,44.9,24.4,13.4,6.3,5.1,-1.9,109.2,111,0.563,115,0.39,0.447,0.358,0.777,44.3,23.1,13.9,7.7,4.8,-4.5,110.3,115.1,0.561,0,1470.338854,1418.792389,1459.043358,1430.087885
102,0.341,0.417,0.311,0.763,46.4,21.3,13.5,7.4,4.8,-7,102.1,109,0.516,107,0.581,0.465,0.353,0.77,46.7,26,15.3,7.4,4.5,5.2,110.1,104.9,0.567,0,1355.746855,1604.305332,1351.993713,1608.058474
112,0.4,0.454,0.346,0.761,44.3,22.8,14.1,7,4.7,-3.9,109.1,112.9,0.553,118,0.273,0.451,0.343,0.712,42.4,22.5,16.8,7.2,4.9,-8.6,106.3,114.8,0.56,0,1376.092723,1305.544839,1363.064776,1318.572787
108,0.244,0.416,0.313,0.779,43,22,15.2,8.3,4.8,-9.5,101.5,110.8,0.52,135,0.78,0.472,0.37,0.806,45.6,25.9,13.9,8.7,4.1,7.3,111.2,104,0.571,0,1349.583033,1677.864712,1342.326161,1685.121584
102,0.537,0.468,0.347,0.767,44.6,27.1,14.3,7.4,4,1.7,109.9,108.5,0.569,125,0.667,0.476,0.368,0.773,46.9,22.4,14.6,7,5,7.6,116.3,108.7,0.595,0,1557.894567,1613.792289,1536.800744,1634.886112
119,0.476,0.438,0.34,0.759,45.1,24.3,15.1,8.6,5.7,0.6,108.9,108.2,0.546,99,0.738,0.467,0.361,0.752,46.5,28.1,15.7,9.7,5,8.7,110.9,102.3,0.578,1,1516.724023,1664.333714,1536.071879,1644.985859
107,0.372,0.461,0.354,0.732,45.5,27.3,12.9,7.8,5.1,-0.4,109.3,109.7,0.545,121,0.786,0.475,0.37,0.803,45.8,26,13.9,8.6,4.1,7.7,111.8,104.1,0.574,0,1474.455141,1685.121584,1466.280762,1693.295963
101,0.488,0.465,0.352,0.735,43.9,23.8,14.5,8,5.5,-1.5,108.4,110.1,0.562,95,0.674,0.477,0.368,0.772,47,22.5,14.5,7.1,5,8,116.5,108.6,0.597,1,1459.267864,1634.886112,1469.262113,1624.891862
87,0.512,0.438,0.36,0.765,47.1,21.9,13.8,7.1,5.2,0,108.8,109.3,0.549,97,0.535,0.463,0.373,0.74,42.9,26.6,12.8,8.8,5,-0.6,112.3,112.8,0.566,0,1516.843079,1514.607617,1502.308315,1529.142381
104,0.5,0.446,0.339,0.817,46.2,22.9,14.3,7.5,6,1.7,108.8,107.3,0.555,92,0.372,0.437,0.338,0.786,47,25.1,14.8,7.5,4.1,-4.4,107.7,111.7,0.54,1,1547.920513,1462.23534,1553.099891,1457.055962
139,0.477,0.444,0.354,0.788,44.3,23,14.7,7.8,4.7,-1.3,105.2,106.4,0.547,133,0.349,0.455,0.323,0.773,45.1,24.3,14.4,7.2,6,-0.9,109.3,110.4,0.554,1,1467.028287,1447.053282,1471.73987,1442.341699
88,0.182,0.427,0.323,0.783,44.4,22.4,15,6.9,4.7,-9.1,103.1,112.2,0.529,98,0.405,0.447,0.357,0.773,44.1,23,13.8,7.8,4.8,-4.2,110.3,114.9,0.562,0,1305.743258,1430.087885,1296.276081,1439.555062
104,0.628,0.459,0.375,0.804,46.2,26.4,14.9,7.2,3.3,4.5,112.2,107.7,0.574,99,0.525,0.437,0.342,0.758,46.6,22.4,13.1,9.4,5,1.1,110.6,109.6,0.535,1,1599.151468,1534.653828,1602.627919,1531.177377
114,0.591,0.465,0.35,0.768,46.5,26.1,15.2,7.4,4.5,5.2,110.2,104.9,0.567,107,0.643,0.471,0.35,0.824,45.5,25.6,14.2,7.1,5.7,2.6,111.5,108.8,0.574,1,1608.058474,1546.995677,1612.284088,1542.770063
104,0.558,0.451,0.331,0.762,45.5,24.7,12.8,7.2,4,2.8,109.5,106.5,0.553,102,0.333,0.418,0.313,0.767,46.5,21.2,13.5,7.4,4.8,-7,102.1,109.1,0.517,1,1599.793344,1351.993713,1600.692879,1351.094179
121,0.405,0.46,0.372,0.8,45.4,24.1,12.5,6.7,4.3,-1.6,112.5,113.8,0.567,114,0.6,0.454,0.361,0.771,46.9,22.9,14.1,7.7,4.4,3.9,111.2,107.4,0.567,1,1448.855121,1581.308061,1458.296542,1571.866641
117,0.512,0.468,0.326,0.777,44.8,24.3,13.5,6.3,5,-2,109.1,110.9,0.563,98,0.595,0.462,0.355,0.811,43.4,23.6,13,8.2,5.9,2.1,110.8,108.4,0.567,1,1459.043358,1614.10294,1478.178616,1594.967681
119,0.667,0.453,0.341,0.746,48.2,25.1,13.4,10.1,6.3,3.7,111.6,108.1,0.546,106,0.659,0.475,0.386,0.811,43.1,24.4,13.3,7.8,4.7,2.5,112.3,109.8,0.578,1,1594.890259,1522.23556,1600.706927,1516.418892
102,0.721,0.465,0.36,0.752,46.5,27.9,15.7,9.6,5,8,110.5,102.6,0.577,86,0.238,0.417,0.314,0.775,42.7,22.1,15.1,8.2,4.7,-9.9,101.6,111.4,0.52,1,1644.985859,1342.326161,1646.892445,1340.419575
110,0.5,0.437,0.36,0.76,47.3,22,13.9,7.1,5.2,-0.3,108.5,109.3,0.547,112,0.488,0.439,0.341,0.757,45.1,24.4,15.1,8.6,5.8,1,109,107.9,0.547,0,1502.308315,1536.071879,1496.244995,1542.135198
123,0.581,0.461,0.353,0.812,43.4,23.5,13,8.3,5.9,1.6,110.5,108.6,0.566,110,0.178,0.426,0.321,0.779,44.5,22.4,15,7,4.8,-9.1,102.7,111.8,0.527,1,1594.967681,1296.276081,1596.668332,1294.57543
118,0.364,0.461,0.353,0.732,45.6,27.1,12.9,7.7,5,-0.7,109.4,110,0.545,96,0.326,0.418,0.313,0.768,46.4,21.2,13.5,7.4,4.8,-6.9,102.1,109,0.518,1,1466.280762,1351.094179,1472.992941,1344.381999
104,0.5,0.465,0.35,0.732,44,23.6,14.5,8,5.5,-1.3,108.3,109.8,0.561,111,0.341,0.457,0.324,0.776,45,24.5,14.3,7.2,5.9,-1,109.8,111,0.556,0,1469.262113,1442.341699,1456.622517,1454.981295
117,0.643,0.474,0.386,0.812,43,24.4,13.4,7.8,4.7,2.1,112.1,109.9,0.577,104,0.6,0.466,0.35,0.771,46.4,26.1,15.2,7.4,4.5,5.2,110.3,105,0.568,1,1516.418892,1612.284088,1528.485946,1600.217034
102,0.511,0.447,0.339,0.819,46.3,22.9,14.3,7.5,5.9,1.9,108.7,107,0.556,111,0.545,0.462,0.373,0.738,42.9,26.5,12.7,8.8,5,-0.3,112.3,112.5,0.565,0,1553.099891,1529.142381,1538.595075,1543.647198
104,0.636,0.459,0.375,0.806,46.4,26.3,14.8,7.3,3.4,4.6,112.2,107.7,0.573,92,0.419,0.447,0.354,0.777,44.3,22.9,13.9,7.9,4.8,-3.9,110,114.2,0.56,1,1602.627919,1439.555062,1606.094241,1436.088741
131,0.391,0.454,0.345,0.761,44.1,22.8,14.1,7.2,4.6,-4,109.1,112.9,0.553,133,0.233,0.416,0.313,0.774,42.9,22,15.1,8.1,4.8,-10,101.3,111.2,0.519,0,1363.064776,1340.419575,1355.890866,1347.593485
126,0.587,0.454,0.362,0.773,46.8,22.9,14,7.7,4.4,3.6,111.2,107.6,0.567,114,0.674,0.455,0.342,0.746,48.2,25.2,13.5,10.2,6.3,3.9,111.7,108,0.547,1,1571.866641,1600.706927,1580.652226,1591.921342
111,0.659,0.475,0.365,0.775,47,22.5,14.5,7.1,5,7.6,116.1,108.5,0.595,116,0.289,0.453,0.344,0.715,42.5,22.5,16.9,7.2,4.8,-8.2,106.5,114.6,0.562,0,1624.891862,1318.572787,1605.872653,1337.591996
102,0.568,0.45,0.331,0.762,45.5,24.7,12.8,7.3,4.1,2.8,109.3,106.4,0.553,98,0.512,0.436,0.342,0.757,46.6,22.5,13.1,9.4,5,1,110.5,109.7,0.534,1,1600.692879,1531.177377,1603.741686,1528.128569
134,0.419,0.46,0.374,0.805,45.4,24.1,12.5,6.7,4.4,-1.3,112.6,113.7,0.568,122,0.5,0.439,0.341,0.757,44.9,24.3,15.1,8.6,5.8,1.1,109.1,108,0.548,1,1458.296542,1542.135198,1469.250254,1531.181486
130,0.524,0.467,0.345,0.768,44.5,27.2,14.2,7.4,4,1.1,109.7,108.9,0.568,128,0.489,0.446,0.357,0.791,44.1,23.2,14.7,7.8,4.7,-1.1,105.9,107,0.551,1,1536.800744,1471.73987,1539.181157,1469.359457
118,0.523,0.468,0.325,0.776,44.9,24.3,13.5,6.3,5,-1.5,109.3,110.7,0.563,119,0.628,0.472,0.351,0.822,45.2,25.7,14.2,7.2,5.7,2.4,111.5,109,0.574,0,1478.178616,1542.770063,1473.596399,1547.35228
117,0.727,0.464,0.359,0.752,46.7,27.9,15.7,9.6,4.9,8.2,110.4,102.2,0.576,121,0.356,0.457,0.325,0.776,45.2,24.6,14.3,7.2,6,-0.8,110,111,0.556,0,1646.892445,1454.981295,1632.98154,1468.892201
91,0.489,0.438,0.359,0.759,47.3,22,14,7.1,5.2,-0.3,108.6,109.3,0.548,102,0.364,0.437,0.337,0.783,46.9,25,14.8,7.5,4.1,-4.6,107.4,111.6,0.539,0,1496.244995,1457.055962,1479.139311,1474.161646
101,0.578,0.45,0.33,0.766,45.6,24.7,12.9,7.3,4,2.9,109.3,106.4,0.554,109,0.791,0.476,0.368,0.801,45.8,26.1,13.7,8.6,4.2,7.9,112.1,104.2,0.574,0,1603.741686,1693.295963,1594.310675,1702.726974
101,0.591,0.462,0.353,0.813,43.5,23.4,12.9,8.2,5.9,1.9,110.9,108.7,0.568,102,0.478,0.449,0.358,0.79,44.1,23.4,14.6,7.7,4.7,-1.1,106.3,107.4,0.552,0,1596.668332,1469.359457,1588.889738,1477.138052
105,0.711,0.463,0.356,0.754,46.7,27.8,15.7,9.7,4.9,7.9,110.3,102.4,0.575,103,0.304,0.452,0.348,0.715,42.5,22.5,16.7,7.1,4.8,-8,106.8,114.6,0.562,1,1632.98154,1337.591996,1633.665229,1336.908307
102,0.378,0.461,0.354,0.73,45.7,27.2,12.9,7.7,5.2,-0.2,109.6,109.7,0.545,117,0.636,0.473,0.35,0.823,45.1,25.6,14.2,7.2,5.6,2.4,111.7,109.2,0.575,0,1472.992941,1547.35228,1458.234956,1562.110266
105,0.5,0.446,0.338,0.818,46.1,23,14.3,7.5,5.9,1.7,108.7,107.1,0.555,109,0.409,0.446,0.352,0.776,44.3,22.9,14,7.8,4.9,-4.1,109.6,114.1,0.559,0,1538.595075,1436.088741,1527.087816,1447.596
105,0.174,0.426,0.326,0.778,44.5,22.5,14.9,6.9,4.8,-9.2,102.9,112.1,0.528,116,0.489,0.464,0.35,0.732,44,23.7,14.4,7.9,5.5,-1.5,108.4,110,0.561,0,1294.57543,1456.622517,1285.938608,1465.259339
94,0.596,0.454,0.362,0.777,46.9,23,14,7.7,4.5,3.8,111.3,107.6,0.568,90,0.651,0.475,0.388,0.81,42.9,24.4,13.3,7.8,4.7,2.3,112.3,109.9,0.578,1,1580.652226,1528.485946,1583.967615,1525.170558
111,0.644,0.475,0.363,0.776,47.1,22.6,14.4,7.1,5,7.4,116.1,108.8,0.594,101,0.25,0.418,0.315,0.777,42.9,22.1,14.9,8,4.8,-9.8,102.1,111.7,0.522,1,1605.872653,1347.593485,1607.692329,1345.773809
110,0.432,0.461,0.374,0.807,45.2,24.3,12.5,6.7,4.5,-1,113.1,113.9,0.571,108,0.644,0.459,0.374,0.803,46.4,26.3,14.9,7.5,3.4,4.7,112.2,107.4,0.573,1,1469.250254,1606.094241,1474.754853,1600.589642
118,0.535,0.468,0.345,0.771,44.4,27.3,14.1,7.4,3.9,1.1,110.1,109.3,0.568,122,0.66,0.454,0.339,0.744,48.1,25.2,13.4,10.2,6.3,3.5,111.5,108.2,0.545,0,1539.181157,1591.921342,1531.719683,1599.382816
121,0.556,0.462,0.373,0.738,43,26.6,12.8,8.7,5,-0.1,112.3,112.3,0.566,98,0.318,0.417,0.312,0.769,46.4,21.2,13.6,7.4,4.7,-7.2,102,109.2,0.516,1,1543.647198,1344.381999,1548.065027,1339.96417
105,0.511,0.468,0.325,0.777,44.8,24.3,13.5,6.3,5.1,-1.5,109.5,110.9,0.564,109,0.5,0.435,0.34,0.758,46.6,22.4,13.1,9.4,4.9,0.8,110.3,109.7,0.533,0,1473.596399,1528.128569,1466.17928,1535.545688
113,0.795,0.475,0.364,0.804,45.7,26.1,13.5,8.7,4.1,7.9,112,104.2,0.574,103,0.37,0.457,0.327,0.773,45.1,24.5,14.3,7.3,5.9,-0.7,110,110.8,0.556,1,1702.726974,1468.892201,1704.818276,1466.800898
94,0.587,0.467,0.35,0.769,46.2,26.2,15.2,7.4,4.5,4.8,110.3,105.4,0.569,87,0.311,0.416,0.31,0.769,46.5,21.1,13.5,7.3,4.7,-7.6,101.8,109.4,0.515,1,1600.217034,1339.96417,1601.675601,1338.505603
133,0.604,0.453,0.359,0.775,47.1,22.9,13.9,7.6,4.4,3.8,111.1,107.3,0.566,127,0.383,0.455,0.347,0.758,43.9,22.8,13.9,7.2,4.7,-3.9,109.6,113.4,0.555,1,1583.967615,1355.890866,1585.577401,1354.28108
94,0.717,0.464,0.355,0.755,46.6,27.8,15.8,9.5,5,7.7,110.2,102.5,0.575,92,0.652,0.474,0.363,0.779,47.1,22.6,14.3,7,5.1,7.4,116.1,108.7,0.594,1,1633.665229,1607.692329,1636.529448,1604.82811
109,0.37,0.46,0.352,0.733,45.8,27.2,12.7,7.7,5.2,-0.5,109.5,109.9,0.544,115,0.578,0.461,0.353,0.811,43.5,23.5,12.8,8.2,5.9,1.8,110.9,108.7,0.566,0,1458.234956,1588.889738,1451.351541,1595.773153
110,0.478,0.436,0.356,0.756,47.4,22,14,7.1,5.2,-0.6,108.3,109.3,0.547,102,0.489,0.449,0.357,0.789,44.3,23.4,14.6,7.7,4.6,-1.1,106.3,107.4,0.552,1,1479.139311,1477.138052,1485.137648,1471.139714
114,0.17,0.427,0.324,0.778,44.2,22.5,14.9,6.9,4.9,-9.2,102.9,112.1,0.529,95,0.636,0.473,0.382,0.812,43.1,24.4,13.2,7.7,4.7,2.2,111.9,109.6,0.576,1,1285.938608,1525.170558,1310.498485,1500.610681
113,0.63,0.46,0.374,0.805,46.2,26.5,14.9,7.5,3.4,4.6,112.3,107.7,0.574,107,0.5,0.465,0.351,0.734,44,23.6,14.5,8,5.5,-1.2,108.5,109.8,0.562,1,1600.589642,1465.259339,1603.259156,1462.589825
104,0.565,0.45,0.329,0.767,45.7,24.6,13.1,7.1,4,2.6,109.2,106.4,0.553,91,0.667,0.455,0.341,0.74,48.1,25,13.5,10.2,6.4,3.5,111.7,108.3,0.546,1,1594.310675,1599.382816,1602.662344,1591.031146
117,0.523,0.468,0.346,0.772,44.2,27.4,14.1,7.4,4,1,110.2,109.5,0.569,111,0.244,0.419,0.317,0.776,42.8,22.1,14.9,8,4.8,-9.8,102.1,111.8,0.522,1,1531.719683,1345.773809,1533.754193,1343.739298
136,0.489,0.439,0.341,0.756,44.9,24.2,15,8.7,5.7,0.8,109.4,108.5,0.548,125,0.644,0.473,0.35,0.825,45.3,25.6,14.1,7.1,5.6,2.7,112,109.1,0.574,1,1531.181486,1562.110266,1539.568698,1553.723054
91,0.565,0.462,0.373,0.737,43.4,26.7,12.8,8.7,5,0.4,112.4,112,0.565,113,0.444,0.463,0.375,0.808,45.1,24.4,12.6,6.6,4.5,-1,113.2,114,0.573,0,1548.065027,1474.754853,1518.360816,1504.459064
87,0.5,0.469,0.326,0.777,44.9,24.4,13.6,6.2,5.1,-1.6,109.6,111,0.564,116,0.489,0.447,0.337,0.819,46.1,23.1,14.3,7.5,5.9,1.5,108.7,107.3,0.556,0,1466.17928,1527.087816,1441.689858,1551.577238
105,0.512,0.436,0.341,0.76,46.5,22.4,13,9.5,4.9,0.9,110.5,109.8,0.534,114,0.422,0.446,0.355,0.774,44.3,22.8,14,7.8,4.9,-3.9,109.8,114,0.561,0,1535.545688,1447.596,1518.433057,1464.708631
115,0.8,0.476,0.363,0.805,45.8,26.3,13.5,8.8,4.2,7.9,112.1,104.2,0.573,109,0.638,0.472,0.362,0.78,47.3,22.5,14.3,7,5,7.3,116,108.8,0.592,1,1704.818276,1604.82811,1708.021559,1601.624827
95,0.596,0.467,0.348,0.76,46.5,26.1,15.4,7.3,4.5,4.9,110.1,105.1,0.568,93,0.489,0.436,0.358,0.757,47.5,22.1,14,7,5.2,-0.4,108.5,109.3,0.547,1,1601.675601,1485.137648,1603.514955,1483.298294
110,0.304,0.416,0.31,0.765,46.4,21,13.6,7.5,4.6,-7.6,101.6,109.2,0.514,111,0.622,0.472,0.38,0.81,43.1,24,13.4,7.6,4.7,1.7,111.5,109.7,0.575,0,1338.505603,1500.610681,1335.336072,1503.780212
117,0.378,0.438,0.338,0.781,46.7,25.1,14.7,7.6,4.1,-4.3,107.4,111.3,0.54,113,0.362,0.456,0.328,0.772,45.1,24.4,14.4,7.2,5.9,-0.9,109.9,111,0.555,1,1474.161646,1466.800898,1478.241251,1462.721293
117,0.587,0.462,0.354,0.812,43.7,23.5,12.8,8.1,5.8,1.9,111,108.8,0.566,107,0.391,0.439,0.336,0.785,46.6,25.1,14.7,7.6,4.1,-4.1,107.6,111.3,0.541,1,1595.773153,1478.241251,1599.703389,1474.311015
130,0.723,0.463,0.354,0.756,46.6,27.7,15.8,9.5,5,7.7,110.2,102.6,0.575,92,0.574,0.451,0.329,0.766,45.7,24.6,13.2,7.2,4.1,2.8,109.2,106.1,0.554,1,1636.529448,1602.662344,1651.394898,1587.796894
96,0.63,0.474,0.352,0.827,45.3,25.6,14.2,7,5.5,2.4,112.2,109.7,0.575,106,0.489,0.465,0.35,0.736,43.8,23.5,14.6,7.9,5.4,-1.3,108.5,109.9,0.562,0,1553.723054,1462.589825,1535.339426,1480.973453
128,0.5,0.447,0.34,0.819,46.3,23.1,14.3,7.4,5.8,2.1,108.9,106.9,0.556,75,0.375,0.457,0.348,0.756,44,22.9,13.9,7.1,4.7,-4,109.9,113.8,0.556,1,1551.577238,1354.28108,1559.828229,1346.030088
104,0.298,0.452,0.347,0.717,42.5,22.6,16.6,7.2,4.7,-7.8,106.8,114.5,0.561,134,0.362,0.46,0.352,0.732,45.8,27.3,12.6,7.6,5.2,-0.7,109.6,110.1,0.544,0,1336.908307,1451.351541,1316.191092,1472.068756
105,0.239,0.421,0.318,0.777,42.7,22.3,15,7.9,4.8,-9.7,102.4,112,0.525,110,0.533,0.469,0.346,0.771,44,27.5,14.1,7.4,3.9,1.1,110.5,109.6,0.57,0,1343.739298,1533.754193,1338.838387,1538.655104
