H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,eloh_pre,eloa_pre,eloh_post,eloa_post
124,0.571,0.454,0.353,0.773,43.8,25.1,14.3,8.7,5.7,3,113,109.8,0.569,104,0.426,0.465,0.35,0.727,43.4,23.4,14.5,7.8,5.5,-2.6,108.7,111.2,0.562,1,1595.027741,1412.855008,1599.427314,1408.455435
116,0.493,0.461,0.362,0.736,44,26.8,13,8.6,4.7,-0.1,112.5,112.4,0.565,106,0.5,0.468,0.37,0.809,44.7,24.7,12.1,7,4.5,0.9,114.6,113.7,0.577,1,1510.147097,1534.984318,1517.850742,1527.280672
109,0.433,0.469,0.34,0.784,43.9,25,13.5,6.5,5,-3.1,110.1,113,0.566,127,0.594,0.477,0.351,0.788,44.7,27.7,14.6,7.4,3.8,2.7,112.6,110,0.584,0,1396.644017,1579.027909,1385.681296,1589.990631
120,0.257,0.434,0.331,0.791,43.9,23.4,14.5,6.8,4.6,-7.9,104.1,112,0.538,134,0.261,0.426,0.323,0.778,43.4,23.1,14.4,7.5,4.8,-8.9,104.3,113.2,0.527,0,1341.895334,1329.701389,1323.354833,1348.24189
111,0.618,0.461,0.358,0.821,43.5,23.8,12.8,7.8,5.5,2,111.9,109.7,0.571,101,0.623,0.456,0.344,0.766,44.9,24.2,13,7.2,4.3,3.2,111.2,108,0.563,1,1573.186745,1609.62773,1581.275434,1601.53904
91,0.386,0.468,0.352,0.744,44.7,27.7,12.6,7.5,5,-0.5,111.4,111.8,0.554,124,0.406,0.454,0.33,0.783,46.1,25.5,14.6,8,4.2,-1.9,110.1,111.7,0.554,0,1446.206858,1494.534068,1418.144722,1522.596205
100,0.42,0.437,0.355,0.749,47.6,22.2,13.9,7.1,5.1,-0.7,109.2,110.2,0.549,97,0.426,0.469,0.339,0.783,44,25,13.5,6.5,5.1,-3.3,110.1,113.2,0.566,1,1509.429962,1385.681296,1511.480249,1383.631008
128,0.514,0.471,0.357,0.799,44.5,25.3,13.9,7.1,5.3,0.2,112.5,112.2,0.571,123,0.382,0.444,0.35,0.762,44.1,22.8,14.2,7.6,4.5,-6.7,108.1,115,0.554,1,1509.392469,1375.165757,1511.836037,1372.722188
129,0.8,0.485,0.365,0.798,45.4,27.4,12.8,8.5,4.4,8.2,114.3,106,0.581,102,0.594,0.482,0.373,0.816,43.1,24.3,13.1,7.2,4.4,1.2,112.8,111.8,0.582,1,1712.143271,1502.12276,1716.809899,1497.456132
120,0.657,0.462,0.374,0.81,45.5,26.3,15,7.6,3.4,4.7,112.1,107.4,0.578,108,0.29,0.425,0.316,0.763,45.8,21.9,13.8,7.7,4.6,-7.9,103,110.9,0.525,1,1621.384202,1307.865275,1622.865014,1306.384462
119,0.565,0.467,0.351,0.763,46,25.9,15.2,7.4,4.4,3.1,110.3,107.3,0.568,116,0.6,0.478,0.352,0.79,44.7,27.8,14.6,7.4,3.8,2.9,112.8,110,0.584,1,1523.703777,1589.990631,1528.620989,1585.073419
118,0.246,0.454,0.345,0.707,41.4,22.9,16.4,7.2,4.4,-9.3,107.3,116.5,0.561,121,0.329,0.46,0.34,0.761,45,24.8,14.6,6.8,5.7,-2.8,111,113.8,0.559,0,1286.422277,1400.167171,1281.111116,1405.478332
97,0.352,0.459,0.343,0.768,43,23.4,14,7.2,4.5,-5.1,109.8,114.7,0.56,126,0.6,0.456,0.343,0.816,47.2,24.4,13.9,7.3,6.1,5.9,111.4,105.5,0.566,0,1371.181981,1679.155453,1362.696223,1687.641211
121,0.623,0.472,0.365,0.776,47.2,22.9,14.5,7.3,5,6.5,116.1,109.8,0.592,92,0.5,0.455,0.366,0.786,44.6,23.9,14.1,7.5,4.8,-0.8,108,108.9,0.558,1,1598.18484,1482.153098,1606.327044,1474.010894
120,0.493,0.467,0.37,0.81,44.7,24.8,12.1,7,4.4,0.7,114.5,113.8,0.576,105,0.686,0.46,0.342,0.731,49,25.3,13,9.8,6.5,5.3,113.7,108.8,0.549,1,1527.280672,1645.017854,1541.634548,1630.663979
123,0.565,0.443,0.352,0.755,46.3,22.3,12.9,9.2,4.8,1.6,111.5,110,0.541,128,0.42,0.464,0.348,0.727,43.3,23.4,14.5,7.8,5.5,-2.8,108.7,111.4,0.562,0,1591.61719,1408.455435,1576.401487,1423.671138
113,0.571,0.466,0.351,0.762,45.9,26,15.1,7.4,4.4,3.1,110.3,107.4,0.568,109,0.271,0.427,0.326,0.775,43.4,23.2,14.3,7.6,4.8,-8.6,104.7,113.2,0.529,1,1528.620989,1348.24189,1530.33636,1346.526518
138,0.577,0.454,0.354,0.775,43.9,25,14.3,8.6,5.7,3.3,113.2,109.7,0.569,119,0.629,0.464,0.368,0.774,46.4,23.4,13.3,7.6,3.9,3.9,113.9,110.1,0.579,1,1599.427314,1608.805993,1610.407146,1597.82616
129,0.5,0.462,0.361,0.738,44,26.9,13,8.6,4.8,0.1,112.6,112.4,0.566,108,0.614,0.456,0.344,0.765,44.9,24.2,13,7.2,4.3,3,111.2,108.1,0.563,1,1517.850742,1601.53904,1533.795173,1585.594609
127,0.42,0.468,0.339,0.783,43.9,24.9,13.5,6.4,5.1,-3.3,109.9,113.1,0.565,119,0.429,0.465,0.349,0.727,43.3,23.5,14.5,7.7,5.4,-2.7,108.9,111.5,0.562,1,1383.631008,1423.671138,1390.814235,1416.487911
88,0.623,0.461,0.359,0.822,43.5,23.8,12.8,7.8,5.5,2.1,112,109.7,0.572,93,0.557,0.444,0.352,0.753,46.3,22.4,12.9,9.2,4.7,1.5,111.6,110.3,0.542,0,1581.275434,1576.401487,1571.342718,1586.334202
108,0.671,0.469,0.362,0.764,45.7,27.5,15,9.2,4.8,6.2,112.1,106.1,0.582,110,0.38,0.466,0.35,0.745,44.6,27.6,12.6,7.5,5,-1,111.1,112,0.553,0,1600.402429,1418.144722,1589.973996,1428.573155
93,0.429,0.436,0.355,0.749,47.8,22.2,13.9,7.1,5.1,-0.6,109.1,110,0.548,108,0.629,0.472,0.365,0.776,47.4,23,14.5,7.3,5,6.8,116.2,109.5,0.592,0,1511.480249,1606.327044,1497.76055,1620.046743
90,0.254,0.434,0.331,0.79,43.9,23.4,14.5,6.7,4.6,-8,104.2,112.3,0.539,85,0.286,0.426,0.316,0.764,45.9,21.9,13.8,7.7,4.6,-7.9,103.1,111.1,0.525,1,1323.354833,1306.384462,1327.701811,1302.037484
124,0.347,0.459,0.344,0.767,42.9,23.4,14.1,7.1,4.5,-5.4,109.7,114.9,0.559,127,0.803,0.486,0.366,0.8,45.4,27.3,12.8,8.5,4.4,8.5,114.5,106,0.582,0,1362.696223,1716.809899,1360.948915,1718.557207
98,0.243,0.454,0.346,0.71,41.4,22.9,16.4,7.2,4.5,-9.2,107.4,116.5,0.562,122,0.676,0.46,0.342,0.731,49,25.2,13.1,9.7,6.5,5,113.6,109,0.549,0,1281.111116,1630.663979,1275.147723,1636.627371
112,0.5,0.467,0.371,0.81,44.6,24.8,12,7.1,4.5,0.9,114.6,113.7,0.576,117,0.414,0.455,0.331,0.783,46.3,25.5,14.5,8.1,4.2,-1.4,110.3,111.4,0.555,0,1541.634548,1522.596205,1531.291135,1532.939618
129,0.338,0.461,0.34,0.761,45,24.9,14.6,6.8,5.7,-2.7,111.1,113.8,0.559,98,0.377,0.445,0.351,0.76,44,22.9,14.2,7.7,4.5,-6.7,108.3,115.2,0.554,1,1405.478332,1372.722188,1418.342442,1359.858078
104,0.592,0.478,0.351,0.79,44.7,27.8,14.6,7.4,3.8,2.8,112.8,110,0.584,124,0.606,0.457,0.347,0.815,47.2,24.5,13.9,7.4,6,6.2,111.6,105.4,0.568,0,1585.073419,1687.641211,1568.847542,1703.867088
113,0.614,0.46,0.358,0.821,43.5,23.8,12.8,7.8,5.5,2,111.8,109.6,0.571,106,0.662,0.462,0.374,0.81,45.5,26.3,14.9,7.6,3.4,4.9,112.3,107.5,0.578,1,1571.342718,1622.865014,1578.318666,1615.889066
113,0.586,0.481,0.372,0.816,43,24.2,13,7.2,4.3,0.8,112.7,112.1,0.581,99,0.563,0.443,0.351,0.752,46.5,22.3,12.9,9.2,4.7,1.6,111.5,110,0.54,1,1497.456132,1586.334202,1509.796438,1573.993897
114,0.521,0.473,0.358,0.8,44.5,25.3,14,7.1,5.3,0.3,112.7,112.3,0.573,106,0.634,0.472,0.365,0.776,47.5,22.9,14.5,7.3,5.1,6.9,116.3,109.4,0.592,1,1511.836037,1620.046743,1521.191324,1610.691456
120,0.577,0.467,0.351,0.759,45.9,26,15.1,7.4,4.4,3.1,110.4,107.4,0.568,131,0.423,0.465,0.349,0.728,43.3,23.5,14.5,7.7,5.4,-2.8,109.1,111.7,0.563,0,1530.33636,1416.487911,1509.772896,1437.051376
115,0.239,0.454,0.346,0.709,41.4,23,16.4,7.2,4.5,-9.4,107.2,116.5,0.562,97,0.429,0.469,0.341,0.784,43.8,25,13.4,6.5,5,-3.1,110.2,113.2,0.567,1,1275.147723,1390.814235,1291.266551,1374.695408
115,0.268,0.428,0.327,0.775,43.3,23.2,14.4,7.6,4.8,-8.5,104.8,113.2,0.53,119,0.371,0.445,0.35,0.759,43.8,22.9,14.3,7.7,4.5,-7,108.3,115.5,0.554,0,1346.526518,1359.858078,1338.070132,1368.314464
110,0.606,0.456,0.345,0.766,44.9,24.1,13.1,7.2,4.3,2.6,111.2,108.5,0.563,108,0.583,0.455,0.356,0.776,43.9,25.1,14.2,8.7,5.6,3.5,113.4,109.8,0.571,1,1585.594609,1610.407146,1589.181119,1606.820636
106,0.507,0.462,0.363,0.738,44.1,27,12.9,8.6,4.8,0.4,112.9,112.4,0.567,103,0.423,0.455,0.331,0.785,46.3,25.4,14.5,8.2,4.1,-1.3,110.3,111.3,0.555,1,1533.795173,1532.939618,1537.507487,1529.227304
123,0.282,0.424,0.315,0.762,45.9,21.8,13.8,7.8,4.7,-7.9,102.9,110.8,0.524,132,0.611,0.459,0.348,0.816,47.1,24.6,13.9,7.3,6,6.5,112,105.5,0.57,0,1302.037484,1703.867088,1299.691034,1706.213538
111,0.423,0.435,0.355,0.749,47.7,22.2,13.9,7.1,5,-0.8,109,110.1,0.547,117,0.493,0.467,0.37,0.811,44.5,24.8,12.1,7.1,4.4,0.8,114.5,113.7,0.576,0,1497.76055,1531.291135,1488.049858,1541.001828
94,0.264,0.434,0.33,0.79,44.1,23.4,14.6,6.8,4.5,-7.8,104,111.9,0.538,90,0.662,0.469,0.361,0.763,45.9,27.5,15,9.2,4.7,6.1,112.1,106.2,0.581,1,1327.701811,1589.973996,1338.137147,1579.53866
126,0.62,0.464,0.368,0.775,46.4,23.4,13.3,7.6,3.9,3.6,113.9,110.4,0.579,98,0.592,0.481,0.372,0.812,43.1,24.3,12.9,7.2,4.3,1,112.8,112.1,0.58,1,1597.82616,1509.796438,1606.976026,1500.646572
127,0.583,0.477,0.351,0.79,44.7,27.8,14.6,7.3,3.8,2.5,112.8,110.4,0.584,115,0.493,0.453,0.365,0.788,44.6,23.9,14.1,7.6,4.9,-1.2,107.8,109.1,0.557,1,1568.847542,1474.010894,1573.794906,1469.06353
121,0.431,0.467,0.35,0.729,43.2,23.7,14.4,7.7,5.3,-2.6,109.4,111.9,0.564,126,0.62,0.461,0.359,0.82,43.5,23.8,12.8,7.8,5.5,2,111.9,109.6,0.572,0,1437.051376,1578.318666,1431.044285,1584.325756
125,0.616,0.46,0.349,0.817,47,24.6,13.8,7.3,6.1,6.5,112.2,105.8,0.571,97,0.625,0.472,0.365,0.777,47.3,22.9,14.5,7.3,5.1,6.7,116.2,109.5,0.592,1,1706.213538,1610.691456,1715.025875,1601.87912
104,0.653,0.462,0.373,0.813,45.4,26.2,14.9,7.6,3.4,4.7,112.2,107.6,0.578,118,0.653,0.468,0.361,0.762,46,27.4,15,9.2,4.7,6,111.9,106.1,0.58,0,1615.889066,1579.53866,1596.061104,1599.366623
122,0.264,0.428,0.326,0.776,43.4,23.2,14.5,7.6,4.8,-8.4,104.9,113.3,0.53,101,0.5,0.468,0.371,0.811,44.5,24.8,12.1,7.1,4.5,0.9,114.6,113.7,0.577,1,1338.070132,1541.001828,1361.855308,1517.216652
96,0.38,0.445,0.349,0.759,43.9,22.9,14.2,7.8,4.5,-6.9,108.4,115.4,0.554,133,0.389,0.465,0.35,0.745,44.6,27.6,12.6,7.5,4.9,-1,111.2,112,0.552,0,1368.314464,1428.573155,1338.974457,1457.913162
110,0.611,0.456,0.344,0.766,44.9,24.1,13.1,7.1,4.3,2.6,111.2,108.5,0.564,91,0.25,0.454,0.348,0.71,41.4,23.1,16.4,7.1,4.5,-9.1,107.4,116.3,0.563,1,1589.181119,1291.266551,1591.385195,1289.062475
109,0.347,0.462,0.341,0.762,45,25.1,14.6,6.9,5.6,-2.2,111.4,113.7,0.561,110,0.342,0.458,0.345,0.769,42.9,23.5,14,7.2,4.4,-5.3,109.7,114.8,0.56,0,1418.342442,1360.948915,1411.755906,1367.535451
106,0.514,0.463,0.363,0.74,44,27.1,13,8.5,4.9,0.4,112.8,112.4,0.567,121,0.417,0.436,0.356,0.746,47.7,22.1,13.9,7.2,5,-0.9,109.1,110.3,0.547,0,1537.507487,1488.049858,1516.015308,1509.542037
116,0.575,0.454,0.356,0.777,43.9,25,14.2,8.7,5.6,3.4,113.4,109.8,0.57,125,0.806,0.486,0.367,0.801,45.4,27.2,12.9,8.5,4.4,8.4,114.5,106.1,0.583,0,1606.820636,1718.557207,1597.502982,1727.874861
132,0.681,0.46,0.344,0.732,49,25.2,13.1,9.8,6.5,5.3,113.6,108.7,0.55,120,0.528,0.474,0.358,0.8,44.5,25.4,14,7,5.3,0.4,112.8,112.3,0.574,1,1636.627371,1521.191324,1641.082159,1516.736537
118,0.278,0.426,0.317,0.762,45.9,21.9,13.8,7.7,4.6,-7.9,103.2,111.1,0.525,102,0.274,0.434,0.329,0.79,44.1,23.4,14.6,6.8,4.6,-7.7,104,111.7,0.538,1,1299.691034,1338.137147,1310.740536,1327.087645
114,0.625,0.466,0.369,0.774,46.5,23.5,13.3,7.5,4,3.9,114.1,110.2,0.58,102,0.423,0.468,0.339,0.785,43.9,25,13.4,6.5,5.1,-3.4,110,113.3,0.566,1,1606.976026,1374.695408,1609.341667,1372.329766
130,0.589,0.478,0.353,0.792,44.7,27.9,14.5,7.3,3.8,2.6,113.1,110.5,0.585,140,0.808,0.486,0.367,0.801,45.4,27.3,12.9,8.5,4.5,8.4,114.7,106.2,0.584,0,1573.794906,1727.874861,1565.383681,1736.286086
117,0.556,0.442,0.349,0.753,46.6,22.4,12.9,9.1,4.8,1.4,111.4,110.2,0.54,104,0.569,0.468,0.352,0.76,45.8,26,15.1,7.3,4.4,2.9,110.6,107.8,0.569,1,1573.993897,1509.772896,1580.054882,1503.71191
133,0.685,0.46,0.346,0.734,48.9,25.3,13.1,9.7,6.5,5.4,113.9,108.8,0.55,103,0.342,0.462,0.342,0.764,45,25.2,14.6,6.9,5.6,-2.2,111.4,113.6,0.561,1,1641.082159,1411.755906,1645.602041,1407.236023
126,0.417,0.455,0.332,0.785,46.4,25.4,14.5,8.2,4.1,-1.3,110.3,111.3,0.554,109,0.583,0.48,0.372,0.81,42.9,24.3,12.9,7.2,4.3,0.6,112.6,112.3,0.579,1,1529.227304,1500.646572,1537.806145,1492.067732
97,0.486,0.454,0.364,0.788,44.5,23.9,14,7.5,4.9,-1.4,108,109.4,0.557,122,0.625,0.462,0.359,0.82,43.5,23.9,12.7,7.7,5.5,2.1,112,109.7,0.573,0,1469.06353,1584.325756,1450.954385,1602.434902
103,0.644,0.462,0.373,0.812,45.3,26.3,14.8,7.6,3.4,4.4,112.2,107.9,0.578,111,0.425,0.437,0.357,0.747,47.6,22.3,13.9,7.1,5,-0.7,109.3,110.3,0.549,0,1596.061104,1509.542037,1580.153925,1525.449216
97,0.274,0.429,0.326,0.778,43.5,23.3,14.5,7.6,4.8,-8,105.1,113.1,0.531,100,0.417,0.468,0.338,0.784,43.9,25,13.3,6.5,5,-3.5,110,113.3,0.565,0,1361.855308,1372.329766,1354.315156,1379.869917
106,0.375,0.444,0.348,0.761,43.8,22.8,14.2,7.8,4.5,-7.3,108.2,115.7,0.553,125,0.247,0.454,0.346,0.71,41.5,23,16.4,7.1,4.5,-9.2,107.2,116.2,0.561,0,1338.974457,1289.062475,1313.709575,1314.327357
121,0.493,0.467,0.37,0.812,44.4,24.7,12.1,7.1,4.4,0.6,114.3,113.7,0.576,110,0.658,0.468,0.362,0.764,46,27.4,15,9.1,4.6,6.1,112.1,106.2,0.581,1,1517.216652,1599.366623,1527.515718,1589.067557
107,0.507,0.463,0.361,0.737,44.1,27.1,13,8.5,4.9,0.2,112.9,112.6,0.567,101,0.616,0.471,0.363,0.778,47.3,22.8,14.5,7.3,5.1,6.2,116.1,109.9,0.591,1,1516.015308,1601.87912,1523.350631,1594.543796
116,0.568,0.454,0.355,0.778,44,25.1,14.1,8.6,5.6,3.2,113.4,110.1,0.57,95,0.616,0.457,0.343,0.767,44.9,24.2,13.1,7.2,4.2,2.9,111.2,108.3,0.564,1,1597.502982,1591.385195,1608.496156,1580.392021
110,0.27,0.433,0.329,0.79,44.1,23.4,14.6,6.8,4.5,-7.8,103.9,111.8,0.538,114,0.351,0.459,0.345,0.768,42.8,23.5,14.1,7.2,4.4,-5.3,109.7,114.8,0.56,0,1327.087645,1367.535451,1319.319661,1375.303435
95,0.635,0.462,0.373,0.813,45.2,26.2,14.8,7.6,3.4,4.3,112.3,108.1,0.578,110,0.521,0.474,0.358,0.802,44.4,25.3,14,7,5.3,0.2,112.9,112.6,0.574,0,1580.153925,1516.736537,1557.874232,1539.01623
94,0.562,0.468,0.352,0.761,45.7,26,15.1,7.3,4.4,2.7,110.6,108.1,0.569,98,0.575,0.481,0.373,0.81,42.8,24.3,12.9,7.2,4.3,0.3,112.6,112.5,0.58,0,1503.71191,1492.067732,1494.609472,1501.170171
98,0.37,0.444,0.347,0.761,43.8,22.9,14.3,7.7,4.5,-7.5,108.2,115.8,0.553,115,0.257,0.454,0.347,0.712,41.4,23.1,16.4,7.2,4.5,-8.8,107.5,116.1,0.563,0,1313.709575,1314.327357,1293.365441,1334.671491
113,0.581,0.479,0.355,0.791,44.6,27.8,14.6,7.3,3.8,2.4,113.3,110.9,0.586,107,0.288,0.426,0.318,0.763,45.8,21.8,13.8,7.7,4.7,-7.6,103.4,111,0.527,1,1565.383681,1310.740536,1566.768112,1309.356105
131,0.562,0.443,0.35,0.755,46.6,22.5,12.9,9.1,4.8,1.5,111.6,110.3,0.541,91,0.338,0.461,0.341,0.763,44.8,25.1,14.6,6.9,5.6,-2.6,111.3,113.9,0.56,1,1580.054882,1407.236023,1587.691661,1399.599245
127,0.689,0.461,0.349,0.733,49,25.4,13.1,9.7,6.6,5.7,114.2,108.8,0.552,102,0.63,0.467,0.37,0.775,46.4,23.5,13.4,7.5,3.9,4,114.1,110.2,0.581,1,1645.602041,1609.341667,1656.437011,1598.506698
103,0.425,0.455,0.333,0.789,46.3,25.4,14.5,8.2,4.1,-1.1,110.5,111.3,0.556,107,0.397,0.466,0.352,0.748,44.7,27.7,12.6,7.5,5,-0.4,111.5,111.7,0.554,0,1537.806145,1457.913162,1526.902281,1468.817026
110,0.527,0.474,0.357,0.803,44.3,25.3,14,7.1,5.3,0.4,112.9,112.3,0.574,119,0.514,0.463,0.362,0.737,44.1,27.1,12.9,8.5,4.9,0.3,112.9,112.6,0.567,0,1539.01623,1523.350631,1524.845249,1537.521612
134,0.622,0.461,0.351,0.817,47,24.8,13.8,7.3,6.1,6.8,112.5,105.8,0.573,112,0.573,0.455,0.355,0.778,44,25.1,14.1,8.6,5.6,3.5,113.5,109.9,0.57,1,1715.025875,1608.496156,1722.042405,1601.479626
114,0.811,0.488,0.368,0.801,45.2,27.4,12.8,8.5,4.4,8.4,115,106.6,0.585,104,0.63,0.462,0.36,0.82,43.6,23.8,12.7,7.8,5.5,2.4,112.2,109.6,0.573,1,1736.286086,1602.434902,1739.896544,1598.824444
102,0.27,0.429,0.325,0.779,43.5,23.2,14.5,7.7,4.8,-8,105,112.8,0.531,104,0.432,0.437,0.357,0.748,47.6,22.3,13.8,7.2,5,-0.5,109.6,110.4,0.549,0,1354.315156,1525.449216,1350.666603,1529.097769
114,0.608,0.456,0.341,0.767,44.9,24.1,13.1,7.1,4.2,2.5,111.1,108.4,0.563,100,0.608,0.471,0.363,0.778,47.2,22.8,14.5,7.4,5,6.1,116.1,110,0.59,1,1580.392021,1594.543796,1589.512455,1585.423362
123,0.425,0.468,0.337,0.785,43.9,25,13.4,6.5,5,-3.4,109.8,113.1,0.565,115,0.649,0.468,0.361,0.764,46,27.4,15,9,4.6,5.8,112.1,106.4,0.581,1,1379.869917,1589.067557,1392.845994,1576.09148
116,0.419,0.455,0.333,0.788,46.3,25.4,14.4,8.2,4.2,-1.1,110.6,111.4,0.555,108,0.425,0.468,0.35,0.728,43.3,23.7,14.4,7.6,5.3,-2.6,109.5,112,0.564,1,1526.902281,1431.044285,1530.742719,1427.203847
109,0.44,0.436,0.356,0.748,47.7,22.3,13.9,7.2,5,-0.5,109.6,110.4,0.549,104,0.581,0.481,0.371,0.81,42.8,24.3,12.9,7.2,4.3,0.4,112.5,112.3,0.58,1,1529.097769,1501.170171,1533.231928,1497.036012
123,0.627,0.462,0.372,0.811,45.1,26.1,15,7.6,3.4,4,112.1,108.1,0.578,100,0.36,0.459,0.345,0.769,43,23.5,14.1,7.1,4.4,-5.1,109.7,114.6,0.56,1,1557.874232,1375.303435,1562.716654,1370.461013
107,0.554,0.467,0.351,0.76,45.8,25.9,15,7.3,4.3,2.6,110.5,108,0.568,101,0.267,0.433,0.33,0.791,44.2,23.4,14.5,6.8,4.5,-7.7,103.9,111.7,0.537,1,1494.609472,1319.319661,1496.765752,1317.163381
120,0.267,0.455,0.348,0.712,41.4,23.2,16.4,7.3,4.5,-8.5,107.6,115.9,0.564,123,0.405,0.465,0.351,0.751,44.9,27.6,12.6,7.5,5,-0.4,111.5,111.7,0.553,0,1334.671491,1468.817026,1329.762643,1473.725874
131,0.365,0.444,0.346,0.76,43.9,22.9,14.4,7.8,4.5,-7.6,108,115.8,0.552,134,0.284,0.427,0.319,0.765,45.7,21.9,13.8,7.7,4.7,-7.6,103.4,111,0.527,0,1293.365441,1309.356105,1285.950421,1316.771125
123,0.333,0.461,0.34,0.762,44.7,25.1,14.6,6.9,5.6,-3.1,111.2,114.3,0.56,132,0.5,0.468,0.37,0.812,44.5,24.8,12.1,7.1,4.4,0.7,114.5,113.8,0.577,0,1399.599245,1527.515718,1390.84144,1536.273523
109,0.52,0.463,0.363,0.738,44.2,27.1,12.9,8.5,4.8,0.4,113,112.6,0.567,113,0.587,0.479,0.354,0.793,44.6,27.9,14.6,7.3,3.8,2.5,113.3,110.8,0.586,0,1537.521612,1566.768112,1529.471153,1574.818571
123,0.693,0.462,0.349,0.733,49.1,25.4,13.1,9.7,6.6,5.9,114.3,108.7,0.552,95,0.64,0.468,0.36,0.765,46,27.3,15,9,4.6,5.7,112.2,106.6,0.58,1,1656.437011,1576.09148,1665.943275,1566.585216
115,0.568,0.445,0.351,0.755,46.6,22.7,12.8,9.1,4.7,2.1,112,110.1,0.543,112,0.627,0.463,0.352,0.818,46.9,24.8,13.8,7.3,6.1,7,112.8,105.9,0.574,1,1587.691661,1722.042405,1594.006768,1715.727298
116,0.622,0.461,0.358,0.82,43.7,23.8,12.7,7.8,5.5,2.2,112.1,109.7,0.572,118,0.622,0.466,0.368,0.775,46.4,23.4,13.4,7.5,4,3.7,113.9,110.4,0.58,0,1598.824444,1598.506698,1592.094883,1605.236259
130,0.52,0.474,0.355,0.8,44.4,25.3,14,7.1,5.4,0.3,112.9,112.4,0.573,123,0.267,0.429,0.324,0.78,43.5,23.2,14.4,7.7,4.8,-7.9,105,112.8,0.531,1,1524.845249,1350.666603,1527.205356,1348.306496
121,0.48,0.453,0.364,0.789,44.4,23.9,14,7.5,4.9,-1.7,107.8,109.5,0.556,115,0.6,0.47,0.363,0.777,47.2,22.9,14.4,7.3,5,5.8,116.1,110.2,0.59,1,1450.954385,1585.423362,1459.692729,1576.685017
128,0.613,0.456,0.343,0.766,45,24.1,13,7.1,4.2,2.7,111.3,108.5,0.564,110,0.419,0.468,0.351,0.727,43.2,23.8,14.4,7.6,5.3,-2.7,109.6,112.2,0.565,1,1589.512455,1427.203847,1594.068167,1422.648136
94,0.432,0.468,0.34,0.786,43.8,25.1,13.4,6.5,5.1,-3.2,110,113.1,0.566,107,0.573,0.48,0.37,0.812,42.8,24.2,13,7.2,4.3,0.3,112.4,112.4,0.579,0,1392.845994,1497.036012,1380.781412,1509.100594
103,0.632,0.467,0.36,0.765,45.9,27.1,15,9,4.6,5.2,111.9,106.8,0.58,107,0.813,0.488,0.37,0.799,45.1,27.3,12.8,8.4,4.4,8.4,115,106.6,0.586,0,1566.585216,1739.896544,1561.853391,1744.628369
111,0.413,0.465,0.35,0.751,45,27.6,12.6,7.5,5,-0.3,111.6,111.8,0.553,112,0.697,0.462,0.349,0.733,49.1,25.4,13.1,9.7,6.5,6.2,114.4,108.5,0.552,0,1473.725874,1665.943275,1470.937952,1668.731197
114,0.447,0.436,0.356,0.746,47.7,22.3,13.8,7.1,5,-0.4,109.6,110.4,0.549,125,0.513,0.463,0.363,0.737,44.2,27.2,13,8.5,4.8,0.3,113,112.6,0.567,0,1533.231928,1529.471153,1517.740528,1544.962553
98,0.618,0.462,0.352,0.818,47,24.7,13.8,7.3,6.1,6.9,112.7,105.9,0.574,106,0.632,0.463,0.374,0.812,45.2,26.2,15,7.6,3.4,4.3,112.3,108.1,0.579,0,1715.727298,1562.716654,1697.263668,1581.180284
112,0.56,0.467,0.35,0.761,45.7,25.9,15,7.4,4.3,2.6,110.4,108,0.568,120,0.618,0.457,0.344,0.766,45,24.2,13,7.1,4.2,2.9,111.6,108.6,0.565,0,1496.765752,1594.068167,1487.596159,1603.237759
118,0.263,0.455,0.349,0.714,41.4,23.2,16.4,7.2,4.6,-8.4,107.7,115.9,0.564,121,0.355,0.459,0.345,0.769,42.8,23.5,14.1,7.1,4.4,-5.4,109.6,114.8,0.56,0,1329.762643,1370.461013,1322.901454,1377.322202
107,0.36,0.444,0.347,0.76,43.9,22.9,14.3,7.9,4.5,-7.5,108.2,116,0.552,117,0.427,0.456,0.333,0.788,46.3,25.4,14.3,8.2,4.2,-1,110.7,111.5,0.555,0,1285.950421,1530.742719,1280.316202,1536.376937
118,0.329,0.462,0.342,0.763,44.5,25.2,14.6,6.9,5.6,-3.2,111.3,114.5,0.561,125,0.592,0.479,0.354,0.792,44.7,27.9,14.6,7.3,3.8,2.5,113.3,110.8,0.586,0,1390.84144,1574.818571,1384.827425,1580.832586
127,0.427,0.468,0.339,0.786,43.8,25.1,13.4,6.5,5.1,-3.4,109.9,113.1,0.566,110,0.263,0.434,0.329,0.789,44.2,23.5,14.6,6.8,4.5,-7.7,103.9,111.7,0.537,1,1380.781412,1317.163381,1388.048184,1309.896608
125,0.573,0.445,0.35,0.755,46.6,22.5,12.7,9.1,4.8,2.1,112,110.1,0.542,102,0.566,0.456,0.356,0.777,43.8,25.1,14.1,8.6,5.5,3.1,113.5,110.2,0.571,1,1594.006768,1601.479626,1606.452581,1589.033813
