eloh_pre,eloa_pre,eloh_post,eloa_post,Result
1473.424691,1498.88582,1477.585832,1494.724678,1
1454.981608,1682.769367,1448.50872,1689.242255,0
1476.066275,1387.109158,1480.042093,1383.13334,1
1476.918808,1476.964576,1483.837304,1470.04608,1
1568.618294,1584.462378,1560.22632,1592.854352,0
1500.598939,1514.592177,1514.184735,1501.006382,1
1448.50872,1687.550575,1441.673694,1694.385602,0
1531.15199,1501.006382,1523.827748,1508.330625,0
1301.980356,1593.078282,1297.484502,1597.574136,0
1383.13334,1492.253336,1375.658084,1499.728592,0
1593.851822,1514.184735,1580.527158,1527.509399,0
1428.986454,1552.429299,1421.907455,1559.508299,0
1545.859765,1675.738887,1562.15328,1659.445373,1
1470.04608,1567.042353,1460.866218,1576.222215,0
1540.297719,1689.242255,1533.897774,1695.6422,0
1495.507116,1338.415052,1498.299968,1335.622199,1
1494.724678,1319.056343,1500.66128,1313.119741,1
1477.585832,1313.281883,1465.948081,1324.919635,0
1483.837304,1523.827748,1488.259492,1519.405559,1
1694.385602,1490.689779,1697.880204,1487.195176,1
1592.854352,1313.119741,1596.242683,1309.73141,1
1441.673694,1659.445373,1451.980261,1649.138806,1
1597.574136,1508.330625,1604.48653,1501.41823,1
1480.042093,1499.728592,1490.251589,1489.519096,1
1585.590869,1465.948081,1588.992164,1462.546785,1
1576.222215,1580.527158,1560.235813,1596.51356,0
1324.919635,1562.15328,1314.443156,1572.629758,0
1421.907455,1560.22632,1411.324992,1570.808783,0
1533.897774,1375.658084,1537.070404,1372.485454,1
1527.509399,1695.6422,1543.746466,1679.405134,1
1335.622199,1498.299968,1318.5171,1515.405067,0
1519.405559,1488.259492,1530.183501,1477.48155,1
1487.195176,1596.242683,1474.176464,1609.261395,0
1697.880204,1559.508299,1662.260235,1595.128268,0
1309.73141,1297.484502,1314.172351,1293.043561,1
1460.866218,1679.405134,1477.9449,1662.326452,1
1500.66128,1596.51356,1509.602537,1587.572303,1
1649.138806,1570.808783,1655.076359,1564.87123,1
1490.251589,1609.261395,1481.797129,1617.715856,0
1560.235813,1501.41823,1562.689233,1498.964811,1
1474.176464,1489.519096,1482.909925,1480.785635,1
1293.043561,1462.546785,1289.369869,1466.220477,0
1314.443156,1515.405067,1304.334477,1525.513746,0
1411.324992,1372.485454,1418.842509,1364.967937,1
1572.629758,1588.992164,1581.837625,1579.784297,1
1543.746466,1451.980261,1546.477207,1449.24952,1
1318.5171,1537.070404,1314.638576,1540.948928,0
1477.48155,1498.964811,1487.334289,1489.112072,1
1530.183501,1477.9449,1533.113226,1475.015174,1
1304.334477,1604.48653,1297.55451,1611.266497,0
1362.272663,1567.566503,1359.641183,1570.197983,0
1314.172351,1662.326452,1335.061762,1641.43704,1
1418.842509,1562.689233,1427.86236,1553.669382,1
1509.602537,1587.572303,1515.423831,1581.751009,1
1579.784297,1335.061762,1585.467667,1329.378392,1
1482.909925,1540.948928,1487.022979,1536.835874,1
1466.220477,1314.638576,1468.223983,1312.635069,1
1546.477207,1662.260235,1540.515218,1668.222224,0
1617.715856,1655.076359,1624.819769,1647.972446,1
1449.24952,1525.513746,1454.361722,1520.401545,1
1611.266497,1515.423831,1591.54114,1535.149187,0
1489.112072,1297.55451,1475.210747,1311.455836,0
1585.467667,1553.669382,1555.443668,1583.69338,0
1487.334289,1581.837625,1505.038912,1564.133002,1
1359.641183,1481.797129,1370.181727,1471.256585,1
1641.43704,1570.197983,1613.792289,1597.842734,0
1480.785635,1595.128268,1463.134333,1612.77957,0
1475.015174,1533.113226,1456.695771,1551.43263,0
1468.223983,1289.369869,1470.338854,1287.254999,1
1583.69338,1312.635069,1540.581595,1355.746855,0
1581.751009,1647.972446,1595.651313,1634.072143,1
1536.835874,1427.86236,1545.905845,1418.792389,1
1624.819769,1520.401545,1628.49729,1516.724023,1
1454.361722,1487.022979,1468.649422,1472.735279,1
1591.54114,1551.43263,1597.999794,1544.973976,1
1475.210747,1597.842734,1468.748149,1604.305332,0
1555.443668,1634.072143,1525.182097,1664.333714,0
1612.77957,1463.134333,1615.254615,1460.659288,1
1370.181727,1311.455836,1376.092723,1305.544839,1
1329.378392,1540.515218,1349.583033,1520.310577,1
1456.695771,1668.222224,1447.053282,1677.864712,0
1535.149187,1287.254999,1514.607617,1307.796569,0
1628.49729,1564.133002,1594.890259,1597.740033,0
1468.748149,1472.735279,1474.455141,1467.028287,1
1540.581595,1468.649422,1546.995677,1462.23534,1
1544.973976,1525.182097,1547.920513,1522.23556,1
1615.254615,1597.999794,1599.151468,1614.10294,0
1595.651313,1520.310577,1581.308061,1534.653828,0
1597.740033,1307.796569,1599.793344,1305.743258,1
1460.659288,1505.038912,1448.855121,1516.843079,0
1545.905845,1471.256585,1557.894567,1459.267864,1
1470.338854,1418.792389,1459.043358,1430.087885,0
1355.746855,1604.305332,1351.993713,1608.058474,0
1376.092723,1305.544839,1363.064776,1318.572787,0
1349.583033,1677.864712,1342.326161,1685.121584,0
1557.894567,1613.792289,1536.800744,1634.886112,0
1516.724023,1664.333714,1536.071879,1644.985859,1
1474.455141,1685.121584,1466.280762,1693.295963,0
1459.267864,1634.886112,1469.262113,1624.891862,1
1516.843079,1514.607617,1502.308315,1529.142381,0
1547.920513,1462.23534,1553.099891,1457.055962,1
1467.028287,1447.053282,1471.73987,1442.341699,1
1305.743258,1430.087885,1296.276081,1439.555062,0
1599.151468,1534.653828,1602.627919,1531.177377,1
1608.058474,1546.995677,1612.284088,1542.770063,1
1599.793344,1351.993713,1600.692879,1351.094179,1
1448.855121,1581.308061,1458.296542,1571.866641,1
1459.043358,1614.10294,1478.178616,1594.967681,1
1594.890259,1522.23556,1600.706927,1516.418892,1
1644.985859,1342.326161,1646.892445,1340.419575,1
1502.308315,1536.071879,1496.244995,1542.135198,0
1594.967681,1296.276081,1596.668332,1294.57543,1
1466.280762,1351.094179,1472.992941,1344.381999,1
1469.262113,1442.341699,1456.622517,1454.981295,0
1516.418892,1612.284088,1528.485946,1600.217034,1
1553.099891,1529.142381,1538.595075,1543.647198,0
1602.627919,1439.555062,1606.094241,1436.088741,1
1363.064776,1340.419575,1355.890866,1347.593485,0
1571.866641,1600.706927,1580.652226,1591.921342,1
1624.891862,1318.572787,1605.872653,1337.591996,0
1600.692879,1531.177377,1603.741686,1528.128569,1
1458.296542,1542.135198,1469.250254,1531.181486,1
1536.800744,1471.73987,1539.181157,1469.359457,1
1478.178616,1542.770063,1473.596399,1547.35228,0
1646.892445,1454.981295,1632.98154,1468.892201,0
1496.244995,1457.055962,1479.139311,1474.161646,0
1603.741686,1693.295963,1594.310675,1702.726974,0
1596.668332,1469.359457,1588.889738,1477.138052,0
1632.98154,1337.591996,1633.665229,1336.908307,1
1472.992941,1547.35228,1458.234956,1562.110266,0
1538.595075,1436.088741,1527.087816,1447.596,0
1294.57543,1456.622517,1285.938608,1465.259339,0
1580.652226,1528.485946,1583.967615,1525.170558,1
1605.872653,1347.593485,1607.692329,1345.773809,1
1469.250254,1606.094241,1474.754853,1600.589642,1
1539.181157,1591.921342,1531.719683,1599.382816,0
1543.647198,1344.381999,1548.065027,1339.96417,1
1473.596399,1528.128569,1466.17928,1535.545688,0
1702.726974,1468.892201,1704.818276,1466.800898,1
1600.217034,1339.96417,1601.675601,1338.505603,1
1583.967615,1355.890866,1585.577401,1354.28108,1
1633.665229,1607.692329,1636.529448,1604.82811,1
1458.234956,1588.889738,1451.351541,1595.773153,0
1479.139311,1477.138052,1485.137648,1471.139714,1
1285.938608,1525.170558,1310.498485,1500.610681,1
1600.589642,1465.259339,1603.259156,1462.589825,1
1594.310675,1599.382816,1602.662344,1591.031146,1
1531.719683,1345.773809,1533.754193,1343.739298,1
1531.181486,1562.110266,1539.568698,1553.723054,1
1548.065027,1474.754853,1518.360816,1504.459064,0
1466.17928,1527.087816,1441.689858,1551.577238,0
1535.545688,1447.596,1518.433057,1464.708631,0
1704.818276,1604.82811,1708.021559,1601.624827,1
1601.675601,1485.137648,1603.514955,1483.298294,1
1338.505603,1500.610681,1335.336072,1503.780212,0
1474.161646,1466.800898,1478.241251,1462.721293,1
1595.773153,1478.241251,1599.703389,1474.311015,1
1636.529448,1602.662344,1651.394898,1587.796894,1
1553.723054,1462.589825,1535.339426,1480.973453,0
1551.577238,1354.28108,1559.828229,1346.030088,1
1336.908307,1451.351541,1316.191092,1472.068756,0
1343.739298,1533.754193,1338.838387,1538.655104,0
1464.708631,1539.568698,1459.421412,1544.855916,0
1518.433057,1518.360816,1526.186654,1510.607219,1
1441.689858,1471.139714,1436.548094,1476.281478,0
1472.068756,1591.031146,1463.612762,1599.48714,0
1503.780212,1526.186654,1509.461461,1520.505405,1
1535.339426,1538.655104,1524.684589,1549.309941,0
1310.498485,1476.281478,1302.981525,1483.798438,0
1603.259156,1483.298294,1608.069489,1478.48796,1
1603.514955,1585.577401,1612.160819,1576.931538,1
1601.624827,1708.021559,1592.758034,1716.888352,0
1459.421412,1587.796894,1444.70993,1602.508376,0
1504.459064,1346.030088,1508.932573,1341.556579,1
1462.721293,1510.607219,1435.244696,1538.083817,0
1599.703389,1480.973453,1605.436021,1475.240821,1
1651.394898,1544.855916,1655.29517,1540.955645,1
1463.612762,1509.461461,1471.499962,1501.574261,1
1716.888352,1540.955645,1719.772042,1538.071955,1
1302.981525,1338.838387,1313.91279,1327.907122,1
1608.069489,1483.798438,1611.146406,1480.721521,1
1316.191092,1444.70993,1304.106009,1456.795013,0
1576.931538,1478.48796,1582.552584,1472.866914,1
1508.932573,1559.828229,1520.560545,1548.200258,1
1538.083817,1475.240821,1540.867821,1472.456817,1
1599.48714,1592.758034,1606.200221,1586.044952,1
1474.311015,1549.309941,1462.267774,1561.353182,0
1335.336072,1435.244696,1329.743576,1440.837192,0
1605.436021,1341.556579,1606.256489,1340.736111,1
1655.29517,1524.684589,1657.533126,1522.446633,1
1611.146406,1520.505405,1599.956008,1531.695803,0
1602.508376,1440.837192,1608.589245,1434.756323,1
1606.200221,1436.548094,1610.909619,1431.838696,1
1462.267774,1548.200258,1451.347408,1559.120623,0
1501.574261,1456.795013,1508.557629,1449.811645,1
1719.772042,1471.499962,1721.078648,1470.193357,1
1313.91279,1608.589245,1322.544625,1599.95741,1
1327.907122,1612.160819,1345.989688,1594.078253,1
1582.552584,1561.353182,1545.597251,1598.308515,0
1520.560545,1472.456817,1525.413159,1467.604203,1
1538.071955,1586.044952,1551.460275,1572.656632,1
1540.867821,1480.721521,1509.404786,1512.184556,0
1606.256489,1610.909619,1610.060129,1607.10598,1
1472.866914,1340.736111,1478.617379,1334.985645,1
1559.120623,1599.956008,1576.476363,1582.600269,1
1594.078253,1451.347408,1595.934477,1449.491184,1
1304.106009,1657.533126,1300.071423,1661.567713,0
1525.413159,1531.695803,1514.851945,1542.257017,0
1434.756323,1512.184556,1441.859128,1505.081751,1
1329.743576,1449.811645,1345.48894,1434.066281,1
1470.193357,1661.567713,1465.815014,1665.946056,0
1508.557629,1322.544625,1511.453697,1319.648558,1
1721.078648,1522.446633,1723.624922,1519.900358,1
1345.989688,1449.491184,1335.74545,1459.735422,0
1545.597251,1431.838696,1550.563856,1426.872091,1
1551.460275,1598.308515,1562.414198,1587.354592,1
1542.257017,1582.600269,1547.266902,1577.590383,1
1610.060129,1426.872091,1597.971874,1438.960346,0
1467.604203,1434.066281,1471.632196,1430.038288,1
1478.617379,1607.10598,1468.17124,1617.552119,0
1576.476363,1509.404786,1580.248807,1505.632342,1
1334.985645,1519.900358,1349.630768,1505.255235,1
1300.071423,1595.934477,1319.797727,1576.208172,1
1572.656632,1587.354592,1577.151945,1582.859278,1
1599.95741,1345.48894,1580.853309,1364.593041,0
1441.859128,1319.648558,1434.167851,1327.339834,0
1665.946056,1349.630768,1667.402747,1348.174077,1
1465.815014,1577.590383,1451.79585,1591.609546,0
1505.081751,1471.632196,1507.396178,1469.31777,1
1335.74545,1562.414198,1329.239058,1568.92059,0
1514.851945,1723.624922,1528.74645,1709.730418,1
1547.266902,1511.453697,1552.031307,1506.689292,1
1451.79585,1319.797727,1458.531022,1313.062555,1
1329.239058,1580.248807,1324.108099,1585.379766,0
1577.151945,1505.255235,1585.761301,1496.645879,1
1430.038288,1364.593041,1420.73919,1373.892139,0
1580.853309,1597.971874,1587.844621,1590.980562,1
1434.167851,1506.689292,1424.887091,1515.970053,0
1582.859278,1459.735422,1565.5473,1477.0474,0
1505.632342,1576.208172,1501.14327,1580.697244,0
1552.031307,1528.74645,1558.639733,1522.138024,1
1469.31777,1468.17124,1474.896862,1462.592148,1
1327.339834,1617.552119,1320.211848,1624.680105,0
1348.174077,1373.892139,1355.906566,1366.15965,1
1420.73919,1550.563856,1401.687248,1569.615798,0
1501.14327,1591.609546,1485.374679,1607.378137,0
1438.960346,1709.730418,1432.509663,1716.181101,0
1515.970053,1590.980562,1503.927298,1603.023316,0
1507.396178,1569.615798,1486.113743,1590.898233,0
1320.211848,1585.379766,1308.669546,1596.922067,0
1580.697244,1424.887091,1584.492212,1421.092123,1
1313.062555,1477.0474,1303.529112,1486.580843,0
1587.844621,1522.138024,1592.624956,1517.357688,1
1565.5473,1496.645879,1573.467501,1488.725679,1
1568.92059,1324.108099,1571.240776,1321.787913,1
1503.927298,1716.181101,1500.399445,1719.708954,0
1585.761301,1462.592148,1589.341809,1459.01164,1
1485.374679,1558.639733,1470.560405,1573.454007,0
1432.509663,1607.378137,1419.913068,1619.974732,0
1366.15965,1667.402747,1361.36985,1672.192547,0
1603.023316,1719.708954,1596.411905,1726.320366,0
1474.896862,1590.898233,1462.215368,1603.579727,0
1488.725679,1596.922067,1464.981297,1620.666449,0
1355.906566,1571.240776,1345.713088,1581.434254,0
1401.687248,1308.669546,1374.58551,1335.771284,0
1592.624956,1321.787913,1596.191995,1318.220875,1
1517.357688,1421.092123,1524.511596,1413.938215,1
1573.467501,1459.01164,1579.103461,1453.37568,1
1624.680105,1486.113743,1631.372296,1479.421552,1
1486.580843,1303.529112,1489.856049,1300.253906,1
1584.492212,1458.531022,1588.934398,1454.088836,1
1345.713088,1581.434254,1364.570245,1562.577097,1
1589.341809,1672.192547,1607.833387,1653.70097,1
1374.58551,1462.215368,1379.199749,1457.601128,1
1470.560405,1500.399445,1455.775976,1515.183875,0
1361.36985,1573.454007,1351.386876,1583.436981,0
1653.70097,1453.37568,1642.898558,1464.178091,0
1726.320366,1603.579727,1733.185608,1596.714485,1
1300.253906,1583.436981,1293.12951,1590.561377,0
1318.220875,1631.372296,1310.794424,1638.798747,0
1596.191995,1479.421552,1599.390663,1476.222885,1
1419.913068,1464.981297,1423.177733,1461.716633,1
1489.856049,1619.974732,1477.846178,1631.984603,0
1596.411905,1351.386876,1598.729287,1349.069493,1
1515.183875,1562.577097,1524.67222,1553.088752,1
1620.666449,1579.103461,1624.929216,1574.840694,1
1310.794424,1455.775976,1296.068567,1470.501833,0
1607.833387,1335.771284,1610.014342,1333.590329,1
1524.511596,1454.088836,1501.835704,1476.764728,0
1413.938215,1588.934398,1407.688665,1595.183948,0
1598.729287,1595.183948,1605.538404,1588.374831,1
1642.898558,1457.601128,1644.174363,1456.325324,1
1524.67222,1349.069493,1526.631266,1347.110446,1
1733.185608,1333.590329,1734.730279,1332.045659,1
1631.984603,1461.716633,1633.796839,1459.904398,1
1379.199749,1464.178091,1388.4024,1454.975441,1
1599.390663,1476.222885,1590.176605,1485.436942,0
1423.177733,1364.570245,1403.148737,1384.599241,0
1470.501833,1638.798747,1464.073077,1645.227503,0
1590.561377,1574.840694,1584.676048,1580.726023,0
1477.846178,1476.764728,1463.360479,1491.250427,0
1624.929216,1501.835704,1628.747997,1498.016923,1
1407.688665,1553.088752,1399.516401,1561.261017,0
1526.631266,1491.250427,1532.87994,1485.001752,1
1454.975441,1347.110446,1443.324915,1358.760972,0
1459.904398,1384.599241,1468.630391,1375.873247,1
1485.436942,1644.174363,1501.930108,1627.681196,1
1596.714485,1388.4024,1566.15245,1418.964435,0
1610.014342,1293.12951,1613.003867,1290.139985,1
1580.726023,1332.045659,1582.648302,1330.123379,1
1403.148737,1296.068567,1407.038257,1292.179047,1
1463.360479,1584.676048,1486.967826,1561.068701,1
1605.538404,1628.747997,1565.359796,1668.926605,0
1734.730279,1501.930108,1736.435581,1500.224806,1
1633.796839,1590.176605,1619.524685,1604.448759,0
1566.15245,1399.516401,1568.996937,1396.671914,1
1498.016923,1588.374831,1506.776758,1579.614997,1
1561.261017,1464.073077,1564.51,1460.824093,1
1486.967826,1645.227503,1477.696842,1654.498487,0
1627.681196,1582.648302,1621.303703,1589.025795,0
1456.325324,1613.003867,1464.888957,1604.440234,1
1532.87994,1375.873247,1535.468942,1373.284245,1
1443.324915,1468.630391,1434.255527,1477.699779,0
1668.926605,1292.179047,1656.64808,1304.457572,0
1736.435581,1290.139985,1736.756922,1289.818645,1
1330.123379,1506.776758,1317.621987,1519.278149,0
1396.671914,1407.038257,1401.580965,1402.129207,1
1564.51,1561.068701,1548.154774,1577.423927,0
1654.498487,1418.964435,1639.397342,1434.065579,0
1358.760972,1485.001752,1350.538701,1493.224023,0
1477.699779,1402.129207,1455.75895,1424.070036,0
1500.224806,1289.818645,1505.371831,1284.67162,1
1568.996937,1565.359796,1561.134581,1573.222151,0
1460.824093,1619.524685,1455.794396,1624.554382,0
1477.696842,1604.448759,1470.093296,1612.052306,0
1535.468942,1519.278149,1539.38935,1515.357741,1
1455.75895,1656.64808,1443.762915,1668.644115,0
1373.284245,1589.025795,1363.823758,1598.486283,0
1304.457572,1579.614997,1313.984921,1570.087648,1
1434.065579,1621.303703,1416.08965,1639.279632,0
1548.154774,1639.397342,1554.967077,1632.585039,1
1350.538701,1736.756922,1346.235413,1741.060209,0
1464.888957,1505.371831,1458.02299,1512.237798,0
1434.255527,1624.554382,1424.891002,1633.918908,0
1741.060209,1470.093296,1706.816901,1504.336604,0
1317.621987,1284.67162,1322.832956,1279.460651,1
1604.440234,1612.052306,1609.290671,1607.201868,1
1401.580965,1346.235413,1391.329299,1356.487079,0
1554.967077,1573.222151,1525.471016,1602.718213,0
1455.794396,1577.423927,1480.566887,1552.651435,1
1424.070036,1493.224023,1417.011466,1500.282594,0
1539.38935,1632.585039,1531.462049,1640.51234,0
1633.918908,1500.282594,1636.121708,1498.079794,1
1570.087648,1417.011466,1572.517875,1414.581238,1
1313.984921,1668.644115,1310.95153,1671.677506,0
1561.134581,1443.762915,1550.610864,1454.286632,0
1515.357741,1552.651435,1531.205212,1536.803964,1
1598.486283,1363.823758,1599.89785,1362.412191,1
1639.279632,1607.201868,1627.496102,1618.985398,0
1458.02299,1504.336604,1432.959778,1529.399816,0
1424.891002,1602.718213,1414.572422,1613.036793,0
1706.816901,1609.290671,1695.442698,1620.664874,0
1279.460651,1512.237798,1277.138972,1514.559478,0
1416.08965,1599.89785,1399.693756,1616.293744,0
1391.329299,1671.677506,1420.58117,1642.425635,1
1480.566887,1310.95153,1472.06152,1319.456897,0
1454.286632,1536.803964,1427.666443,1563.424154,0
1322.832956,1420.58117,1336.77531,1406.638815,1
1636.121708,1531.462049,1641.078532,1526.505225,1
1572.517875,1525.471016,1561.354802,1536.634089,0
1550.610864,1472.06152,1559.198407,1463.473977,1
1640.51234,1498.079794,1644.586987,1494.005147,1
1356.487079,1362.412191,1333.315689,1385.583582,0
1432.959778,1618.985398,1427.973285,1623.971891,0
1642.425635,1531.205212,1646.233677,1527.39717,1
1277.138972,1514.559478,1270.251808,1521.446642,0
1536.634089,1627.496102,1549.648387,1614.481804,1
1414.581238,1319.456897,1416.954757,1317.083378,1
1563.424154,1427.666443,1564.816386,1426.274211,1
1613.036793,1414.572422,1616.343311,1411.265903,1
1695.442698,1399.693756,1698.530037,1396.606417,1
1336.77531,1406.638815,1326.666721,1416.747405,0
1561.354802,1463.473977,1530.849663,1493.979115,0
1270.251808,1620.664874,1268.00851,1622.908172,0
1559.198407,1641.078532,1562.974966,1637.301973,1
1616.293744,1333.315689,1586.074515,1363.534917,0
1529.399816,1385.583582,1536.618,1378.365398,1
1494.005147,1378.365398,1483.522418,1388.848127,0
1426.274211,1637.301973,1421.367581,1642.208603,0
1646.233677,1644.586987,1654.341349,1636.479315,1
1521.446642,1427.973285,1528.70182,1420.718107,1
1623.971891,1614.481804,1630.191135,1608.262561,1
1527.39717,1526.505225,1532.531073,1521.371322,1
1564.816386,1317.083378,1553.021762,1328.878002,0
1616.343311,1530.849663,1619.788499,1527.404475,1
1521.371322,1562.974966,1511.908938,1572.43735,0
1698.530037,1411.265903,1699.129638,1410.666303,1
1328.878002,1416.747405,1335.604493,1410.020914,1
1586.074515,1268.00851,1587.742696,1266.340329,1
1416.954757,1532.531073,1411.680337,1537.805493,0
1553.021762,1326.666721,1534.865971,1344.822512,0
1536.618,1622.908172,1559.384038,1600.142134,1
1363.534917,1549.648387,1345.471239,1567.712066,0
1420.718107,1608.262561,1432.890439,1596.090229,1
1642.208603,1619.788499,1651.03414,1610.962962,1
1630.191135,1388.848127,1630.971751,1388.067511,1
1567.712066,1396.606417,1571.380883,1392.937599,1
1493.979115,1483.522418,1498.898371,1478.603161,1
1636.479315,1344.822512,1639.486866,1341.814961,1
1654.341349,1421.367581,1655.907268,1419.801662,1
1528.70182,1410.666303,1494.639453,1444.72867,0
1527.404475,1534.865971,1533.658177,1528.612269,1
1266.340329,1639.486866,1289.677315,1616.14988,1
1572.43735,1699.129638,1583.854367,1687.71262,1
1587.742696,1559.384038,1593.065795,1554.060939,1
1411.680337,1410.020914,1418.546756,1403.154495,1
1345.471239,1600.142134,1339.124553,1606.488821,0
1610.962962,1511.908938,1616.566686,1506.305215,1
1478.603161,1432.890439,1483.150812,1428.342788,1
1651.03414,1289.677315,1652.438529,1288.272926,1
1388.067511,1444.72867,1371.696716,1461.099466,0
1335.604493,1537.805493,1343.433929,1529.976056,1
1630.971751,1606.488821,1636.390774,1601.069798,1
1593.065795,1596.090229,1598.748662,1590.407362,1
1571.380883,1392.937599,1579.198384,1385.120098,1
1590.407362,1494.639453,1596.104828,1488.941986,1
1341.814961,1687.71262,1339.989591,1689.537991,0
1403.154495,1533.658177,1398.174973,1538.637699,0
1498.898371,1419.801662,1479.950567,1438.749467,0
1616.14988,1554.060939,1624.620273,1545.590546,1
1339.124553,1583.854367,1328.121725,1594.857195,0
1483.150812,1528.612269,1466.881266,1544.881816,0
1488.941986,1418.546756,1492.65373,1414.835012,1
1652.438529,1689.537991,1631.396986,1710.579533,0
1288.272926,1428.342788,1299.483784,1417.131929,1
1371.696716,1598.748662,1367.13567,1603.309707,0
1343.433929,1506.305215,1337.389444,1512.3497,0
1594.857195,1529.976056,1599.656744,1525.176507,1
1601.069798,1385.120098,1606.866253,1379.323643,1
1636.390774,1461.099466,1589.850924,1507.639315,0
1579.198384,1328.121725,1583.193571,1324.126538,1
1479.950567,1655.907268,1470.434977,1665.422859,0
1545.590546,1339.989591,1528.127472,1357.452666,0
1616.566686,1438.749467,1570.928477,1484.387675,0
1603.309707,1596.104828,1587.662588,1611.751947,0
1466.881266,1606.866253,1472.444732,1601.302786,1
1417.131929,1414.835012,1425.216232,1406.750709,1
1665.422859,1337.389444,1666.709413,1336.10289,1
1710.579533,1544.881816,1695.888338,1559.57301,0
1357.452666,1583.193571,1371.049278,1569.596958,1
1631.396986,1538.637699,1636.396298,1533.638387,1
1299.483784,1589.850924,1294.156035,1595.178674,0
1525.176507,1492.65373,1529.623454,1488.206784,1
1624.620273,1507.639315,1627.022291,1505.237297,1
1528.127472,1470.434977,1499.571633,1498.990815,0
1611.751947,1599.656744,1619.489367,1591.919325,1
1472.444732,1398.174973,1453.720645,1416.89906,0
1512.3497,1533.638387,1519.937794,1526.050293,1
1636.396298,1569.596958,1620.150269,1585.842988,0
1601.302786,1367.13567,1603.260689,1365.177767,1
1379.323643,1406.750709,1386.629171,1399.445182,1
1587.662588,1559.57301,1570.12352,1577.112078,0
1484.387675,1505.237297,1488.4679,1501.157072,1
1666.709413,1595.178674,1657.26735,1604.620737,0
1695.888338,1425.216232,1699.371948,1421.732622,1
1371.049278,1570.928477,1367.826895,1574.15086,0
1336.10289,1488.206784,1330.935322,1493.374352,0
1529.623454,1416.89906,1531.793794,1414.728719,1
1324.126538,1627.022291,1320.692523,1630.456306,0
1499.571633,1294.156035,1504.102227,1289.625441,1
1574.15086,1570.12352,1565.246471,1579.027909,0
1619.489367,1399.445182,1622.290531,1396.644017,1
1453.720645,1585.842988,1444.535891,1595.027741,0
1421.732622,1577.112078,1412.855008,1585.989693,0
1526.050293,1493.374352,1531.64405,1487.780595,1
1365.177767,1519.937794,1376.948855,1508.166706,1
1603.260689,1591.919325,1592.140894,1603.039119,0
1531.793794,1386.629171,1534.984318,1383.438648,1
1320.692523,1498.990815,1309.536241,1510.147097,0
1367.826895,1488.4679,1341.895334,1514.399462,0
1620.150269,1330.935322,1621.384202,1329.701389,1
1414.728719,1630.456306,1400.167171,1645.017854,0
1504.102227,1699.371948,1494.534068,1708.940107,0
1622.290531,1657.26735,1600.402429,1679.155453,0
1444.535891,1309.536241,1446.206858,1307.865275,1
1501.157072,1383.438648,1509.429962,1375.165757,1
1514.399462,1604.620737,1509.392469,1609.62773,0
1487.780595,1585.989693,1482.153098,1591.61719,0
1531.64405,1565.246471,1523.703777,1573.186745,0
1289.625441,1708.940107,1286.422277,1712.143271,0
1376.948855,1603.039119,1371.181981,1608.805993,0
1592.140894,1508.166706,1598.18484,1502.12276,1
1595.027741,1412.855008,1599.427314,1408.455435,1
1510.147097,1534.984318,1517.850742,1527.280672,1
1396.644017,1579.027909,1385.681296,1589.990631,0
1341.895334,1329.701389,1323.354833,1348.24189,0
1573.186745,1609.62773,1581.275434,1601.53904,1
1446.206858,1494.534068,1418.144722,1522.596205,0
1509.429962,1385.681296,1511.480249,1383.631008,1
1509.392469,1375.165757,1511.836037,1372.722188,1
1712.143271,1502.12276,1716.809899,1497.456132,1
1621.384202,1307.865275,1622.865014,1306.384462,1
1523.703777,1589.990631,1528.620989,1585.073419,1
1286.422277,1400.167171,1281.111116,1405.478332,0
1371.181981,1679.155453,1362.696223,1687.641211,0
1598.18484,1482.153098,1606.327044,1474.010894,1
1527.280672,1645.017854,1541.634548,1630.663979,1
1591.61719,1408.455435,1576.401487,1423.671138,0
1528.620989,1348.24189,1530.33636,1346.526518,1
1599.427314,1608.805993,1610.407146,1597.82616,1
1517.850742,1601.53904,1533.795173,1585.594609,1
1383.631008,1423.671138,1390.814235,1416.487911,1
1581.275434,1576.401487,1571.342718,1586.334202,0
1600.402429,1418.144722,1589.973996,1428.573155,0
1511.480249,1606.327044,1497.76055,1620.046743,0
1323.354833,1306.384462,1327.701811,1302.037484,1
1362.696223,1716.809899,1360.948915,1718.557207,0
1281.111116,1630.663979,1275.147723,1636.627371,0
1541.634548,1522.596205,1531.291135,1532.939618,0
1405.478332,1372.722188,1418.342442,1359.858078,1
1585.073419,1687.641211,1568.847542,1703.867088,0
1571.342718,1622.865014,1578.318666,1615.889066,1
1497.456132,1586.334202,1509.796438,1573.993897,1
1511.836037,1620.046743,1521.191324,1610.691456,1
1530.33636,1416.487911,1509.772896,1437.051376,0
1275.147723,1390.814235,1291.266551,1374.695408,1
1346.526518,1359.858078,1338.070132,1368.314464,0
1585.594609,1610.407146,1589.181119,1606.820636,1
1533.795173,1532.939618,1537.507487,1529.227304,1
1302.037484,1703.867088,1299.691034,1706.213538,0
1497.76055,1531.291135,1488.049858,1541.001828,0
1327.701811,1589.973996,1338.137147,1579.53866,1
1597.82616,1509.796438,1606.976026,1500.646572,1
1568.847542,1474.010894,1573.794906,1469.06353,1
1437.051376,1578.318666,1431.044285,1584.325756,0
1706.213538,1610.691456,1715.025875,1601.87912,1
1615.889066,1579.53866,1596.061104,1599.366623,0
